New/Maintain,Pricing Method,Zone Group,Base Zone,Zones,Product Group,Category,Sub-Category,Business Model,Buying Group,Buying Sub-Group,Buying Set,Brand,Base Zone Price,Base Zone Currency,Converted Price,Converted Price Currency,Conversion Factor,Reprice Existing
New,1,2,99,99,,,,,,,,AVA KNIT GS,1,GBP,1,GBP,,N
New,1,2,99,100,,,,,,,,AVA KNIT GS,1,GBP,1,GBP,,N
New,1,2,99,101,,,,,,,,AVA KNIT GS,1,GBP,1,GBP,,N
New,1,2,99,102,,,,,,,,AVA KNIT GS,1,GBP,2,USD,,N
New,1,2,99,103,,,,,,,,AVA KNIT GS,1,GBP,1.12,EUR,,N
New,1,2,99,104,,,,,,,,AVA KNIT GS,1,GBP,1.12,EUR,,N
New,1,2,99,105,,,,,,,,AVA KNIT GS,1,GBP,1.12,EUR,,N
New,1,2,99,106,,,,,,,,AVA KNIT GS,1,GBP,1.12,EUR,,N
New,1,2,99,107,,,,,,,,AVA KNIT GS,1,GBP,85,RUB,,N
New,1,2,99,108,,,,,,,,AVA KNIT GS,1,GBP,2,AUD,,N
New,1,2,99,109,,,,,,,,AVA KNIT GS,1,GBP,1.12,EUR,,N
New,1,2,99,110,,,,,,,,AVA KNIT GS,1,GBP,12,SEK,,N
New,1,2,99,111,,,,,,,,AVA KNIT GS,1,GBP,1.12,EUR,,N
New,1,2,99,99,,,,,,,,AVA KNIT GS,2,GBP,2,GBP,,N
New,1,2,99,100,,,,,,,,AVA KNIT GS,2,GBP,2,GBP,,N
New,1,2,99,101,,,,,,,,AVA KNIT GS,2,GBP,2,GBP,,N
New,1,2,99,102,,,,,,,,AVA KNIT GS,2,GBP,4,USD,,N
New,1,2,99,103,,,,,,,,AVA KNIT GS,2,GBP,2.22,EUR,,N
New,1,2,99,104,,,,,,,,AVA KNIT GS,2,GBP,2.22,EUR,,N
New,1,2,99,105,,,,,,,,AVA KNIT GS,2,GBP,2.22,EUR,,N
New,1,2,99,106,,,,,,,,AVA KNIT GS,2,GBP,2.22,EUR,,N
New,1,2,99,107,,,,,,,,AVA KNIT GS,2,GBP,170,RUB,,N
New,1,2,99,108,,,,,,,,AVA KNIT GS,2,GBP,4,AUD,,N
New,1,2,99,109,,,,,,,,AVA KNIT GS,2,GBP,2.22,EUR,,N
New,1,2,99,110,,,,,,,,AVA KNIT GS,2,GBP,24,SEK,,N
New,1,2,99,111,,,,,,,,AVA KNIT GS,2,GBP,2.22,EUR,,N
New,1,2,99,99,,,,,,,,ABLE ACTIVE,1,GBP,1,GBP,,N
New,1,2,99,100,,,,,,,,ABLE ACTIVE,1,GBP,1,GBP,,N
New,1,2,99,101,,,,,,,,ABLE ACTIVE,1,GBP,1,GBP,,N
New,1,2,99,102,,,,,,,,ABLE ACTIVE,1,GBP,2,USD,,N
New,1,2,99,103,,,,,,,,ABLE ACTIVE,1,GBP,1.12,EUR,,N
New,1,2,99,104,,,,,,,,ABLE ACTIVE,1,GBP,1.12,EUR,,N
New,1,2,99,105,,,,,,,,ABLE ACTIVE,1,GBP,1.12,EUR,,N
New,1,2,99,106,,,,,,,,ABLE ACTIVE,1,GBP,1.12,EUR,,N
New,1,2,99,107,,,,,,,,ABLE ACTIVE,1,GBP,85,RUB,,N
New,1,2,99,108,,,,,,,,ABLE ACTIVE,1,GBP,2,AUD,,N
New,1,2,99,109,,,,,,,,ABLE ACTIVE,1,GBP,1.12,EUR,,N
New,1,2,99,110,,,,,,,,ABLE ACTIVE,1,GBP,12,SEK,,N
New,1,2,99,111,,,,,,,,ABLE ACTIVE,1,GBP,1.12,EUR,,N
New,1,2,99,99,,,,,,,,ABLE ACTIVE,2,GBP,2,GBP,,N
New,1,2,99,100,,,,,,,,ABLE ACTIVE,2,GBP,2,GBP,,N
New,1,2,99,101,,,,,,,,ABLE ACTIVE,2,GBP,2,GBP,,N
New,1,2,99,102,,,,,,,,ABLE ACTIVE,2,GBP,4,USD,,N
New,1,2,99,103,,,,,,,,ABLE ACTIVE,2,GBP,2.22,EUR,,N
New,1,2,99,104,,,,,,,,ABLE ACTIVE,2,GBP,2.22,EUR,,N
New,1,2,99,105,,,,,,,,ABLE ACTIVE,2,GBP,2.22,EUR,,N
New,1,2,99,106,,,,,,,,ABLE ACTIVE,2,GBP,2.22,EUR,,N
New,1,2,99,107,,,,,,,,ABLE ACTIVE,2,GBP,170,RUB,,N
New,1,2,99,108,,,,,,,,ABLE ACTIVE,2,GBP,4,AUD,,N
New,1,2,99,109,,,,,,,,ABLE ACTIVE,2,GBP,2.22,EUR,,N
New,1,2,99,110,,,,,,,,ABLE ACTIVE,2,GBP,24,SEK,,N
New,1,2,99,111,,,,,,,,ABLE ACTIVE,2,GBP,2.22,EUR,,N
