New/Maintain,Pricing Method,Zone Group,Base Zone,Zones,Product Group,Category,Sub-Category,Business Model,Buying Group,Buying Sub-Group,Buying Set,Brand,Base Zone Price,Base Zone Currency,Converted Price,Converted Price Currency,Conversion Factor,Reprice Existing
New,1,2,99,99,,,,,,,,AFTER MIDN,1,GBP,1,GBP,,N
New,1,2,99,100,,,,,,,,AFTER MIDN,1,GBP,1,GBP,,N
New,1,2,99,101,,,,,,,,AFTER MIDN,1,GBP,1,GBP,,N
New,1,2,99,102,,,,,,,,AFTER MIDN,1,GBP,2,USD,,N
New,1,2,99,103,,,,,,,,AFTER MIDN,1,GBP,1.12,EUR,,N
New,1,2,99,104,,,,,,,,AFTER MIDN,1,GBP,1.12,EUR,,N
New,1,2,99,105,,,,,,,,AFTER MIDN,1,GBP,1.12,EUR,,N
New,1,2,99,106,,,,,,,,AFTER MIDN,1,GBP,1.12,EUR,,N
New,1,2,99,107,,,,,,,,AFTER MIDN,1,GBP,85,RUB,,N
New,1,2,99,108,,,,,,,,AFTER MIDN,1,GBP,2,AUD,,N
New,1,2,99,109,,,,,,,,AFTER MIDN,1,GBP,1.12,EUR,,N
New,1,2,99,110,,,,,,,,AFTER MIDN,1,GBP,12,SEK,,N
New,1,2,99,111,,,,,,,,AFTER MIDN,1,GBP,1.12,EUR,,N
New,1,2,99,99,,,,,,,,AFTER MIDN,2,GBP,2,GBP,,N
New,1,2,99,100,,,,,,,,AFTER MIDN,2,GBP,2,GBP,,N
New,1,2,99,101,,,,,,,,AFTER MIDN,2,GBP,2,GBP,,N
New,1,2,99,102,,,,,,,,AFTER MIDN,2,GBP,4,USD,,N
New,1,2,99,103,,,,,,,,AFTER MIDN,2,GBP,2.22,EUR,,N
New,1,2,99,104,,,,,,,,AFTER MIDN,2,GBP,2.22,EUR,,N
New,1,2,99,105,,,,,,,,AFTER MIDN,2,GBP,2.22,EUR,,N
New,1,2,99,106,,,,,,,,AFTER MIDN,2,GBP,2.22,EUR,,N
New,1,2,99,107,,,,,,,,AFTER MIDN,2,GBP,170,RUB,,N
New,1,2,99,108,,,,,,,,AFTER MIDN,2,GBP,4,AUD,,N
New,1,2,99,109,,,,,,,,AFTER MIDN,2,GBP,2.22,EUR,,N
New,1,2,99,110,,,,,,,,AFTER MIDN,2,GBP,24,SEK,,N
New,1,2,99,111,,,,,,,,AFTER MIDN,2,GBP,2.22,EUR,,N
New,1,2,99,99,,,,,,,,ARKK COPEN,1,GBP,1,GBP,,N
New,1,2,99,100,,,,,,,,ARKK COPEN,1,GBP,1,GBP,,N
New,1,2,99,101,,,,,,,,ARKK COPEN,1,GBP,1,GBP,,N
New,1,2,99,102,,,,,,,,ARKK COPEN,1,GBP,2,USD,,N
New,1,2,99,103,,,,,,,,ARKK COPEN,1,GBP,1.12,EUR,,N
New,1,2,99,104,,,,,,,,ARKK COPEN,1,GBP,1.12,EUR,,N
New,1,2,99,105,,,,,,,,ARKK COPEN,1,GBP,1.12,EUR,,N
New,1,2,99,106,,,,,,,,ARKK COPEN,1,GBP,1.12,EUR,,N
New,1,2,99,107,,,,,,,,ARKK COPEN,1,GBP,85,RUB,,N
New,1,2,99,108,,,,,,,,ARKK COPEN,1,GBP,2,AUD,,N
New,1,2,99,109,,,,,,,,ARKK COPEN,1,GBP,1.12,EUR,,N
New,1,2,99,110,,,,,,,,ARKK COPEN,1,GBP,12,SEK,,N
New,1,2,99,111,,,,,,,,ARKK COPEN,1,GBP,1.12,EUR,,N
New,1,2,99,99,,,,,,,,ARKK COPEN,2,GBP,2,GBP,,N
New,1,2,99,100,,,,,,,,ARKK COPEN,2,GBP,2,GBP,,N
New,1,2,99,101,,,,,,,,ARKK COPEN,2,GBP,2,GBP,,N
New,1,2,99,102,,,,,,,,ARKK COPEN,2,GBP,4,USD,,N
New,1,2,99,103,,,,,,,,ARKK COPEN,2,GBP,2.22,EUR,,N
New,1,2,99,104,,,,,,,,ARKK COPEN,2,GBP,2.22,EUR,,N
New,1,2,99,105,,,,,,,,ARKK COPEN,2,GBP,2.22,EUR,,N
New,1,2,99,106,,,,,,,,ARKK COPEN,2,GBP,2.22,EUR,,N
New,1,2,99,107,,,,,,,,ARKK COPEN,2,GBP,170,RUB,,N
New,1,2,99,108,,,,,,,,ARKK COPEN,2,GBP,4,AUD,,N
New,1,2,99,109,,,,,,,,ARKK COPEN,2,GBP,2.22,EUR,,N
New,1,2,99,110,,,,,,,,ARKK COPEN,2,GBP,24,SEK,,N
New,1,2,99,111,,,,,,,,ARKK COPEN,2,GBP,2.22,EUR,,N
