New/Maintain,Pricing Method,Zone Group,Base Zone,Zones,Product Group,Category,Sub-Category,Business Model,Buying Group,Buying Sub-Group,Buying Set,Brand,Base Zone Price,Base Zone Currency,Converted Price,Converted Price Currency,Conversion Factor,Reprice Existing
New,1,2,99,99,,,,,,,,ADIDAS FRAGRANCES,1,GBP,1,GBP,,N
New,1,2,99,100,,,,,,,,ADIDAS FRAGRANCES,1,GBP,1,GBP,,N
New,1,2,99,101,,,,,,,,ADIDAS FRAGRANCES,1,GBP,1,GBP,,N
New,1,2,99,102,,,,,,,,ADIDAS FRAGRANCES,1,GBP,2,USD,,N
New,1,2,99,103,,,,,,,,ADIDAS FRAGRANCES,1,GBP,1.12,EUR,,N
New,1,2,99,104,,,,,,,,ADIDAS FRAGRANCES,1,GBP,1.12,EUR,,N
New,1,2,99,105,,,,,,,,ADIDAS FRAGRANCES,1,GBP,1.12,EUR,,N
New,1,2,99,106,,,,,,,,ADIDAS FRAGRANCES,1,GBP,1.12,EUR,,N
New,1,2,99,107,,,,,,,,ADIDAS FRAGRANCES,1,GBP,85,RUB,,N
New,1,2,99,108,,,,,,,,ADIDAS FRAGRANCES,1,GBP,2,AUD,,N
New,1,2,99,109,,,,,,,,ADIDAS FRAGRANCES,1,GBP,1.12,EUR,,N
New,1,2,99,110,,,,,,,,ADIDAS FRAGRANCES,1,GBP,12,SEK,,N
New,1,2,99,111,,,,,,,,ADIDAS FRAGRANCES,1,GBP,1.12,EUR,,N
New,1,2,99,99,,,,,,,,ADIDAS FRAGRANCES,2,GBP,2,GBP,,N
New,1,2,99,100,,,,,,,,ADIDAS FRAGRANCES,2,GBP,2,GBP,,N
New,1,2,99,101,,,,,,,,ADIDAS FRAGRANCES,2,GBP,2,GBP,,N
New,1,2,99,102,,,,,,,,ADIDAS FRAGRANCES,2,GBP,4,USD,,N
New,1,2,99,103,,,,,,,,ADIDAS FRAGRANCES,2,GBP,2.22,EUR,,N
New,1,2,99,104,,,,,,,,ADIDAS FRAGRANCES,2,GBP,2.22,EUR,,N
New,1,2,99,105,,,,,,,,ADIDAS FRAGRANCES,2,GBP,2.22,EUR,,N
New,1,2,99,106,,,,,,,,ADIDAS FRAGRANCES,2,GBP,2.22,EUR,,N
New,1,2,99,107,,,,,,,,ADIDAS FRAGRANCES,2,GBP,170,RUB,,N
New,1,2,99,108,,,,,,,,ADIDAS FRAGRANCES,2,GBP,4,AUD,,N
New,1,2,99,109,,,,,,,,ADIDAS FRAGRANCES,2,GBP,2.22,EUR,,N
New,1,2,99,110,,,,,,,,ADIDAS FRAGRANCES,2,GBP,24,SEK,,N
New,1,2,99,111,,,,,,,,ADIDAS FRAGRANCES,2,GBP,2.22,EUR,,N
New,1,2,99,99,,,,,,,,ALLYCAPDR,1,GBP,1,GBP,,N
New,1,2,99,100,,,,,,,,ALLYCAPDR,1,GBP,1,GBP,,N
New,1,2,99,101,,,,,,,,ALLYCAPDR,1,GBP,1,GBP,,N
New,1,2,99,102,,,,,,,,ALLYCAPDR,1,GBP,2,USD,,N
New,1,2,99,103,,,,,,,,ALLYCAPDR,1,GBP,1.12,EUR,,N
New,1,2,99,104,,,,,,,,ALLYCAPDR,1,GBP,1.12,EUR,,N
New,1,2,99,105,,,,,,,,ALLYCAPDR,1,GBP,1.12,EUR,,N
New,1,2,99,106,,,,,,,,ALLYCAPDR,1,GBP,1.12,EUR,,N
New,1,2,99,107,,,,,,,,ALLYCAPDR,1,GBP,85,RUB,,N
New,1,2,99,108,,,,,,,,ALLYCAPDR,1,GBP,2,AUD,,N
New,1,2,99,109,,,,,,,,ALLYCAPDR,1,GBP,1.12,EUR,,N
New,1,2,99,110,,,,,,,,ALLYCAPDR,1,GBP,12,SEK,,N
New,1,2,99,111,,,,,,,,ALLYCAPDR,1,GBP,1.12,EUR,,N
New,1,2,99,99,,,,,,,,ALLYCAPDR,2,GBP,2,GBP,,N
New,1,2,99,100,,,,,,,,ALLYCAPDR,2,GBP,2,GBP,,N
New,1,2,99,101,,,,,,,,ALLYCAPDR,2,GBP,2,GBP,,N
New,1,2,99,102,,,,,,,,ALLYCAPDR,2,GBP,4,USD,,N
New,1,2,99,103,,,,,,,,ALLYCAPDR,2,GBP,2.22,EUR,,N
New,1,2,99,104,,,,,,,,ALLYCAPDR,2,GBP,2.22,EUR,,N
New,1,2,99,105,,,,,,,,ALLYCAPDR,2,GBP,2.22,EUR,,N
New,1,2,99,106,,,,,,,,ALLYCAPDR,2,GBP,2.22,EUR,,N
New,1,2,99,107,,,,,,,,ALLYCAPDR,2,GBP,170,RUB,,N
New,1,2,99,108,,,,,,,,ALLYCAPDR,2,GBP,4,AUD,,N
New,1,2,99,109,,,,,,,,ALLYCAPDR,2,GBP,2.22,EUR,,N
New,1,2,99,110,,,,,,,,ALLYCAPDR,2,GBP,24,SEK,,N
New,1,2,99,111,,,,,,,,ALLYCAPDR,2,GBP,2.22,EUR,,N
