New/Maintain,Pricing Method,Zone Group,Base Zone,Zones,Product Group,Category,Sub-Category,Business Model,Buying Group,Buying Sub-Group,Buying Set,Brand,Base Zone Price,Base Zone Currency,Converted Price,Converted Price Currency,Conversion Factor,Reprice Existing
New,1,2,99,99,,,,,,,,AM EYEWEAR,1,GBP,1,GBP,,N
New,1,2,99,100,,,,,,,,AM EYEWEAR,1,GBP,1,GBP,,N
New,1,2,99,101,,,,,,,,AM EYEWEAR,1,GBP,1,GBP,,N
New,1,2,99,102,,,,,,,,AM EYEWEAR,1,GBP,2,USD,,N
New,1,2,99,103,,,,,,,,AM EYEWEAR,1,GBP,1.12,EUR,,N
New,1,2,99,104,,,,,,,,AM EYEWEAR,1,GBP,1.12,EUR,,N
New,1,2,99,105,,,,,,,,AM EYEWEAR,1,GBP,1.12,EUR,,N
New,1,2,99,106,,,,,,,,AM EYEWEAR,1,GBP,1.12,EUR,,N
New,1,2,99,107,,,,,,,,AM EYEWEAR,1,GBP,85,RUB,,N
New,1,2,99,108,,,,,,,,AM EYEWEAR,1,GBP,2,AUD,,N
New,1,2,99,109,,,,,,,,AM EYEWEAR,1,GBP,1.12,EUR,,N
New,1,2,99,110,,,,,,,,AM EYEWEAR,1,GBP,12,SEK,,N
New,1,2,99,111,,,,,,,,AM EYEWEAR,1,GBP,1.12,EUR,,N
New,1,2,99,99,,,,,,,,AM EYEWEAR,2,GBP,2,GBP,,N
New,1,2,99,100,,,,,,,,AM EYEWEAR,2,GBP,2,GBP,,N
New,1,2,99,101,,,,,,,,AM EYEWEAR,2,GBP,2,GBP,,N
New,1,2,99,102,,,,,,,,AM EYEWEAR,2,GBP,4,USD,,N
New,1,2,99,103,,,,,,,,AM EYEWEAR,2,GBP,2.22,EUR,,N
New,1,2,99,104,,,,,,,,AM EYEWEAR,2,GBP,2.22,EUR,,N
New,1,2,99,105,,,,,,,,AM EYEWEAR,2,GBP,2.22,EUR,,N
New,1,2,99,106,,,,,,,,AM EYEWEAR,2,GBP,2.22,EUR,,N
New,1,2,99,107,,,,,,,,AM EYEWEAR,2,GBP,170,RUB,,N
New,1,2,99,108,,,,,,,,AM EYEWEAR,2,GBP,4,AUD,,N
New,1,2,99,109,,,,,,,,AM EYEWEAR,2,GBP,2.22,EUR,,N
New,1,2,99,110,,,,,,,,AM EYEWEAR,2,GBP,24,SEK,,N
New,1,2,99,111,,,,,,,,AM EYEWEAR,2,GBP,2.22,EUR,,N
New,1,2,99,99,,,,,,,,AMERICAN V,1,GBP,1,GBP,,N
New,1,2,99,100,,,,,,,,AMERICAN V,1,GBP,1,GBP,,N
New,1,2,99,101,,,,,,,,AMERICAN V,1,GBP,1,GBP,,N
New,1,2,99,102,,,,,,,,AMERICAN V,1,GBP,2,USD,,N
New,1,2,99,103,,,,,,,,AMERICAN V,1,GBP,1.12,EUR,,N
New,1,2,99,104,,,,,,,,AMERICAN V,1,GBP,1.12,EUR,,N
New,1,2,99,105,,,,,,,,AMERICAN V,1,GBP,1.12,EUR,,N
New,1,2,99,106,,,,,,,,AMERICAN V,1,GBP,1.12,EUR,,N
New,1,2,99,107,,,,,,,,AMERICAN V,1,GBP,85,RUB,,N
New,1,2,99,108,,,,,,,,AMERICAN V,1,GBP,2,AUD,,N
New,1,2,99,109,,,,,,,,AMERICAN V,1,GBP,1.12,EUR,,N
New,1,2,99,110,,,,,,,,AMERICAN V,1,GBP,12,SEK,,N
New,1,2,99,111,,,,,,,,AMERICAN V,1,GBP,1.12,EUR,,N
New,1,2,99,99,,,,,,,,AMERICAN V,2,GBP,2,GBP,,N
New,1,2,99,100,,,,,,,,AMERICAN V,2,GBP,2,GBP,,N
New,1,2,99,101,,,,,,,,AMERICAN V,2,GBP,2,GBP,,N
New,1,2,99,102,,,,,,,,AMERICAN V,2,GBP,4,USD,,N
New,1,2,99,103,,,,,,,,AMERICAN V,2,GBP,2.22,EUR,,N
New,1,2,99,104,,,,,,,,AMERICAN V,2,GBP,2.22,EUR,,N
New,1,2,99,105,,,,,,,,AMERICAN V,2,GBP,2.22,EUR,,N
New,1,2,99,106,,,,,,,,AMERICAN V,2,GBP,2.22,EUR,,N
New,1,2,99,107,,,,,,,,AMERICAN V,2,GBP,170,RUB,,N
New,1,2,99,108,,,,,,,,AMERICAN V,2,GBP,4,AUD,,N
New,1,2,99,109,,,,,,,,AMERICAN V,2,GBP,2.22,EUR,,N
New,1,2,99,110,,,,,,,,AMERICAN V,2,GBP,24,SEK,,N
New,1,2,99,111,,,,,,,,AMERICAN V,2,GBP,2.22,EUR,,N
