New/Maintain,Pricing Method,Zone Group,Base Zone,Zones,Product Group,Category,Sub-Category,Business Model,Buying Group,Buying Sub-Group,Buying Set,Brand,Base Zone Price,Base Zone Currency,Converted Price,Converted Price Currency,Conversion Factor,Reprice Existing
New,1,2,99,99,,,,,,,,ASIB TALL,1,GBP,1,GBP,,N
New,1,2,99,100,,,,,,,,ASIB TALL,1,GBP,1,GBP,,N
New,1,2,99,101,,,,,,,,ASIB TALL,1,GBP,1,GBP,,N
New,1,2,99,102,,,,,,,,ASIB TALL,1,GBP,2,USD,,N
New,1,2,99,103,,,,,,,,ASIB TALL,1,GBP,1.12,EUR,,N
New,1,2,99,104,,,,,,,,ASIB TALL,1,GBP,1.12,EUR,,N
New,1,2,99,105,,,,,,,,ASIB TALL,1,GBP,1.12,EUR,,N
New,1,2,99,106,,,,,,,,ASIB TALL,1,GBP,1.12,EUR,,N
New,1,2,99,107,,,,,,,,ASIB TALL,1,GBP,85,RUB,,N
New,1,2,99,108,,,,,,,,ASIB TALL,1,GBP,2,AUD,,N
New,1,2,99,109,,,,,,,,ASIB TALL,1,GBP,1.12,EUR,,N
New,1,2,99,110,,,,,,,,ASIB TALL,1,GBP,12,SEK,,N
New,1,2,99,111,,,,,,,,ASIB TALL,1,GBP,1.12,EUR,,N
New,1,2,99,99,,,,,,,,ASIB TALL,2,GBP,2,GBP,,N
New,1,2,99,100,,,,,,,,ASIB TALL,2,GBP,2,GBP,,N
New,1,2,99,101,,,,,,,,ASIB TALL,2,GBP,2,GBP,,N
New,1,2,99,102,,,,,,,,ASIB TALL,2,GBP,4,USD,,N
New,1,2,99,103,,,,,,,,ASIB TALL,2,GBP,2.22,EUR,,N
New,1,2,99,104,,,,,,,,ASIB TALL,2,GBP,2.22,EUR,,N
New,1,2,99,105,,,,,,,,ASIB TALL,2,GBP,2.22,EUR,,N
New,1,2,99,106,,,,,,,,ASIB TALL,2,GBP,2.22,EUR,,N
New,1,2,99,107,,,,,,,,ASIB TALL,2,GBP,170,RUB,,N
New,1,2,99,108,,,,,,,,ASIB TALL,2,GBP,4,AUD,,N
New,1,2,99,109,,,,,,,,ASIB TALL,2,GBP,2.22,EUR,,N
New,1,2,99,110,,,,,,,,ASIB TALL,2,GBP,24,SEK,,N
New,1,2,99,111,,,,,,,,ASIB TALL,2,GBP,2.22,EUR,,N
New,1,2,99,99,,,,,,,,ASICS,1,GBP,1,GBP,,N
New,1,2,99,100,,,,,,,,ASICS,1,GBP,1,GBP,,N
New,1,2,99,101,,,,,,,,ASICS,1,GBP,1,GBP,,N
New,1,2,99,102,,,,,,,,ASICS,1,GBP,2,USD,,N
New,1,2,99,103,,,,,,,,ASICS,1,GBP,1.12,EUR,,N
New,1,2,99,104,,,,,,,,ASICS,1,GBP,1.12,EUR,,N
New,1,2,99,105,,,,,,,,ASICS,1,GBP,1.12,EUR,,N
New,1,2,99,106,,,,,,,,ASICS,1,GBP,1.12,EUR,,N
New,1,2,99,107,,,,,,,,ASICS,1,GBP,85,RUB,,N
New,1,2,99,108,,,,,,,,ASICS,1,GBP,2,AUD,,N
New,1,2,99,109,,,,,,,,ASICS,1,GBP,1.12,EUR,,N
New,1,2,99,110,,,,,,,,ASICS,1,GBP,12,SEK,,N
New,1,2,99,111,,,,,,,,ASICS,1,GBP,1.12,EUR,,N
New,1,2,99,99,,,,,,,,ASICS,2,GBP,2,GBP,,N
New,1,2,99,100,,,,,,,,ASICS,2,GBP,2,GBP,,N
New,1,2,99,101,,,,,,,,ASICS,2,GBP,2,GBP,,N
New,1,2,99,102,,,,,,,,ASICS,2,GBP,4,USD,,N
New,1,2,99,103,,,,,,,,ASICS,2,GBP,2.22,EUR,,N
New,1,2,99,104,,,,,,,,ASICS,2,GBP,2.22,EUR,,N
New,1,2,99,105,,,,,,,,ASICS,2,GBP,2.22,EUR,,N
New,1,2,99,106,,,,,,,,ASICS,2,GBP,2.22,EUR,,N
New,1,2,99,107,,,,,,,,ASICS,2,GBP,170,RUB,,N
New,1,2,99,108,,,,,,,,ASICS,2,GBP,4,AUD,,N
New,1,2,99,109,,,,,,,,ASICS,2,GBP,2.22,EUR,,N
New,1,2,99,110,,,,,,,,ASICS,2,GBP,24,SEK,,N
New,1,2,99,111,,,,,,,,ASICS,2,GBP,2.22,EUR,,N
