New/Maintain,Pricing Method,Zone Group,Base Zone,Zones,Product Group,Category,Sub-Category,Business Model,Buying Group,Buying Sub-Group,Buying Set,Brand,Base Zone Price,Base Zone Currency,Converted Price,Converted Price Currency,Conversion Factor,Reprice Existing
New,1,2,99,99,,,,,,,,ARNETTE,1,GBP,1,GBP,,N
New,1,2,99,100,,,,,,,,ARNETTE,1,GBP,1,GBP,,N
New,1,2,99,101,,,,,,,,ARNETTE,1,GBP,1,GBP,,N
New,1,2,99,102,,,,,,,,ARNETTE,1,GBP,2,USD,,N
New,1,2,99,103,,,,,,,,ARNETTE,1,GBP,1.12,EUR,,N
New,1,2,99,104,,,,,,,,ARNETTE,1,GBP,1.12,EUR,,N
New,1,2,99,105,,,,,,,,ARNETTE,1,GBP,1.12,EUR,,N
New,1,2,99,106,,,,,,,,ARNETTE,1,GBP,1.12,EUR,,N
New,1,2,99,107,,,,,,,,ARNETTE,1,GBP,85,RUB,,N
New,1,2,99,108,,,,,,,,ARNETTE,1,GBP,2,AUD,,N
New,1,2,99,109,,,,,,,,ARNETTE,1,GBP,1.12,EUR,,N
New,1,2,99,110,,,,,,,,ARNETTE,1,GBP,12,SEK,,N
New,1,2,99,111,,,,,,,,ARNETTE,1,GBP,1.12,EUR,,N
New,1,2,99,99,,,,,,,,ARNETTE,2,GBP,2,GBP,,N
New,1,2,99,100,,,,,,,,ARNETTE,2,GBP,2,GBP,,N
New,1,2,99,101,,,,,,,,ARNETTE,2,GBP,2,GBP,,N
New,1,2,99,102,,,,,,,,ARNETTE,2,GBP,4,USD,,N
New,1,2,99,103,,,,,,,,ARNETTE,2,GBP,2.22,EUR,,N
New,1,2,99,104,,,,,,,,ARNETTE,2,GBP,2.22,EUR,,N
New,1,2,99,105,,,,,,,,ARNETTE,2,GBP,2.22,EUR,,N
New,1,2,99,106,,,,,,,,ARNETTE,2,GBP,2.22,EUR,,N
New,1,2,99,107,,,,,,,,ARNETTE,2,GBP,170,RUB,,N
New,1,2,99,108,,,,,,,,ARNETTE,2,GBP,4,AUD,,N
New,1,2,99,109,,,,,,,,ARNETTE,2,GBP,2.22,EUR,,N
New,1,2,99,110,,,,,,,,ARNETTE,2,GBP,24,SEK,,N
New,1,2,99,111,,,,,,,,ARNETTE,2,GBP,2.22,EUR,,N
New,1,2,99,99,,,,,,,,ALICE PALM,1,GBP,1,GBP,,N
New,1,2,99,100,,,,,,,,ALICE PALM,1,GBP,1,GBP,,N
New,1,2,99,101,,,,,,,,ALICE PALM,1,GBP,1,GBP,,N
New,1,2,99,102,,,,,,,,ALICE PALM,1,GBP,2,USD,,N
New,1,2,99,103,,,,,,,,ALICE PALM,1,GBP,1.12,EUR,,N
New,1,2,99,104,,,,,,,,ALICE PALM,1,GBP,1.12,EUR,,N
New,1,2,99,105,,,,,,,,ALICE PALM,1,GBP,1.12,EUR,,N
New,1,2,99,106,,,,,,,,ALICE PALM,1,GBP,1.12,EUR,,N
New,1,2,99,107,,,,,,,,ALICE PALM,1,GBP,85,RUB,,N
New,1,2,99,108,,,,,,,,ALICE PALM,1,GBP,2,AUD,,N
New,1,2,99,109,,,,,,,,ALICE PALM,1,GBP,1.12,EUR,,N
New,1,2,99,110,,,,,,,,ALICE PALM,1,GBP,12,SEK,,N
New,1,2,99,111,,,,,,,,ALICE PALM,1,GBP,1.12,EUR,,N
New,1,2,99,99,,,,,,,,ALICE PALM,2,GBP,2,GBP,,N
New,1,2,99,100,,,,,,,,ALICE PALM,2,GBP,2,GBP,,N
New,1,2,99,101,,,,,,,,ALICE PALM,2,GBP,2,GBP,,N
New,1,2,99,102,,,,,,,,ALICE PALM,2,GBP,4,USD,,N
New,1,2,99,103,,,,,,,,ALICE PALM,2,GBP,2.22,EUR,,N
New,1,2,99,104,,,,,,,,ALICE PALM,2,GBP,2.22,EUR,,N
New,1,2,99,105,,,,,,,,ALICE PALM,2,GBP,2.22,EUR,,N
New,1,2,99,106,,,,,,,,ALICE PALM,2,GBP,2.22,EUR,,N
New,1,2,99,107,,,,,,,,ALICE PALM,2,GBP,170,RUB,,N
New,1,2,99,108,,,,,,,,ALICE PALM,2,GBP,4,AUD,,N
New,1,2,99,109,,,,,,,,ALICE PALM,2,GBP,2.22,EUR,,N
New,1,2,99,110,,,,,,,,ALICE PALM,2,GBP,24,SEK,,N
New,1,2,99,111,,,,,,,,ALICE PALM,2,GBP,2.22,EUR,,N
