New/Maintain,Pricing Method,Zone Group,Base Zone,Zones,Product Group,Category,Sub-Category,Business Model,Buying Group,Buying Sub-Group,Buying Set,Brand,Base Zone Price,Base Zone Currency,Converted Price,Converted Price Currency,Conversion Factor,Reprice Existing
New,1,2,99,99,,,,,,,,ANGIE GOOD,1,GBP,1,GBP,,N
New,1,2,99,100,,,,,,,,ANGIE GOOD,1,GBP,1,GBP,,N
New,1,2,99,101,,,,,,,,ANGIE GOOD,1,GBP,1,GBP,,N
New,1,2,99,102,,,,,,,,ANGIE GOOD,1,GBP,2,USD,,N
New,1,2,99,103,,,,,,,,ANGIE GOOD,1,GBP,1.12,EUR,,N
New,1,2,99,104,,,,,,,,ANGIE GOOD,1,GBP,1.12,EUR,,N
New,1,2,99,105,,,,,,,,ANGIE GOOD,1,GBP,1.12,EUR,,N
New,1,2,99,106,,,,,,,,ANGIE GOOD,1,GBP,1.12,EUR,,N
New,1,2,99,107,,,,,,,,ANGIE GOOD,1,GBP,85,RUB,,N
New,1,2,99,108,,,,,,,,ANGIE GOOD,1,GBP,2,AUD,,N
New,1,2,99,109,,,,,,,,ANGIE GOOD,1,GBP,1.12,EUR,,N
New,1,2,99,110,,,,,,,,ANGIE GOOD,1,GBP,12,SEK,,N
New,1,2,99,111,,,,,,,,ANGIE GOOD,1,GBP,1.12,EUR,,N
New,1,2,99,99,,,,,,,,ANGIE GOOD,2,GBP,2,GBP,,N
New,1,2,99,100,,,,,,,,ANGIE GOOD,2,GBP,2,GBP,,N
New,1,2,99,101,,,,,,,,ANGIE GOOD,2,GBP,2,GBP,,N
New,1,2,99,102,,,,,,,,ANGIE GOOD,2,GBP,4,USD,,N
New,1,2,99,103,,,,,,,,ANGIE GOOD,2,GBP,2.22,EUR,,N
New,1,2,99,104,,,,,,,,ANGIE GOOD,2,GBP,2.22,EUR,,N
New,1,2,99,105,,,,,,,,ANGIE GOOD,2,GBP,2.22,EUR,,N
New,1,2,99,106,,,,,,,,ANGIE GOOD,2,GBP,2.22,EUR,,N
New,1,2,99,107,,,,,,,,ANGIE GOOD,2,GBP,170,RUB,,N
New,1,2,99,108,,,,,,,,ANGIE GOOD,2,GBP,4,AUD,,N
New,1,2,99,109,,,,,,,,ANGIE GOOD,2,GBP,2.22,EUR,,N
New,1,2,99,110,,,,,,,,ANGIE GOOD,2,GBP,24,SEK,,N
New,1,2,99,111,,,,,,,,ANGIE GOOD,2,GBP,2.22,EUR,,N
New,1,2,99,99,,,,,,,,AB CREW,1,GBP,1,GBP,,N
New,1,2,99,100,,,,,,,,AB CREW,1,GBP,1,GBP,,N
New,1,2,99,101,,,,,,,,AB CREW,1,GBP,1,GBP,,N
New,1,2,99,102,,,,,,,,AB CREW,1,GBP,2,USD,,N
New,1,2,99,103,,,,,,,,AB CREW,1,GBP,1.12,EUR,,N
New,1,2,99,104,,,,,,,,AB CREW,1,GBP,1.12,EUR,,N
New,1,2,99,105,,,,,,,,AB CREW,1,GBP,1.12,EUR,,N
New,1,2,99,106,,,,,,,,AB CREW,1,GBP,1.12,EUR,,N
New,1,2,99,107,,,,,,,,AB CREW,1,GBP,85,RUB,,N
New,1,2,99,108,,,,,,,,AB CREW,1,GBP,2,AUD,,N
New,1,2,99,109,,,,,,,,AB CREW,1,GBP,1.12,EUR,,N
New,1,2,99,110,,,,,,,,AB CREW,1,GBP,12,SEK,,N
New,1,2,99,111,,,,,,,,AB CREW,1,GBP,1.12,EUR,,N
New,1,2,99,99,,,,,,,,AB CREW,2,GBP,2,GBP,,N
New,1,2,99,100,,,,,,,,AB CREW,2,GBP,2,GBP,,N
New,1,2,99,101,,,,,,,,AB CREW,2,GBP,2,GBP,,N
New,1,2,99,102,,,,,,,,AB CREW,2,GBP,4,USD,,N
New,1,2,99,103,,,,,,,,AB CREW,2,GBP,2.22,EUR,,N
New,1,2,99,104,,,,,,,,AB CREW,2,GBP,2.22,EUR,,N
New,1,2,99,105,,,,,,,,AB CREW,2,GBP,2.22,EUR,,N
New,1,2,99,106,,,,,,,,AB CREW,2,GBP,2.22,EUR,,N
New,1,2,99,107,,,,,,,,AB CREW,2,GBP,170,RUB,,N
New,1,2,99,108,,,,,,,,AB CREW,2,GBP,4,AUD,,N
New,1,2,99,109,,,,,,,,AB CREW,2,GBP,2.22,EUR,,N
New,1,2,99,110,,,,,,,,AB CREW,2,GBP,24,SEK,,N
New,1,2,99,111,,,,,,,,AB CREW,2,GBP,2.22,EUR,,N
