New/Maintain,Pricing Method,Zone Group,Base Zone,Zones,Product Group,Category,Sub-Category,Business Model,Buying Group,Buying Sub-Group,Buying Set,Brand,Base Zone Price,Base Zone Currency,Converted Price,Converted Price Currency,Conversion Factor,Reprice Existing
New,1,2,99,99,,,,,,,,AIM'N,1,GBP,1,GBP,,N
New,1,2,99,100,,,,,,,,AIM'N,1,GBP,1,GBP,,N
New,1,2,99,101,,,,,,,,AIM'N,1,GBP,1,GBP,,N
New,1,2,99,102,,,,,,,,AIM'N,1,GBP,2,USD,,N
New,1,2,99,103,,,,,,,,AIM'N,1,GBP,1.12,EUR,,N
New,1,2,99,104,,,,,,,,AIM'N,1,GBP,1.12,EUR,,N
New,1,2,99,105,,,,,,,,AIM'N,1,GBP,1.12,EUR,,N
New,1,2,99,106,,,,,,,,AIM'N,1,GBP,1.12,EUR,,N
New,1,2,99,107,,,,,,,,AIM'N,1,GBP,85,RUB,,N
New,1,2,99,108,,,,,,,,AIM'N,1,GBP,2,AUD,,N
New,1,2,99,109,,,,,,,,AIM'N,1,GBP,1.12,EUR,,N
New,1,2,99,110,,,,,,,,AIM'N,1,GBP,12,SEK,,N
New,1,2,99,111,,,,,,,,AIM'N,1,GBP,1.12,EUR,,N
New,1,2,99,99,,,,,,,,AIM'N,2,GBP,2,GBP,,N
New,1,2,99,100,,,,,,,,AIM'N,2,GBP,2,GBP,,N
New,1,2,99,101,,,,,,,,AIM'N,2,GBP,2,GBP,,N
New,1,2,99,102,,,,,,,,AIM'N,2,GBP,4,USD,,N
New,1,2,99,103,,,,,,,,AIM'N,2,GBP,2.22,EUR,,N
New,1,2,99,104,,,,,,,,AIM'N,2,GBP,2.22,EUR,,N
New,1,2,99,105,,,,,,,,AIM'N,2,GBP,2.22,EUR,,N
New,1,2,99,106,,,,,,,,AIM'N,2,GBP,2.22,EUR,,N
New,1,2,99,107,,,,,,,,AIM'N,2,GBP,170,RUB,,N
New,1,2,99,108,,,,,,,,AIM'N,2,GBP,4,AUD,,N
New,1,2,99,109,,,,,,,,AIM'N,2,GBP,2.22,EUR,,N
New,1,2,99,110,,,,,,,,AIM'N,2,GBP,24,SEK,,N
New,1,2,99,111,,,,,,,,AIM'N,2,GBP,2.22,EUR,,N
New,1,2,99,99,,,,,,,,AMELIORATE,1,GBP,1,GBP,,N
New,1,2,99,100,,,,,,,,AMELIORATE,1,GBP,1,GBP,,N
New,1,2,99,101,,,,,,,,AMELIORATE,1,GBP,1,GBP,,N
New,1,2,99,102,,,,,,,,AMELIORATE,1,GBP,2,USD,,N
New,1,2,99,103,,,,,,,,AMELIORATE,1,GBP,1.12,EUR,,N
New,1,2,99,104,,,,,,,,AMELIORATE,1,GBP,1.12,EUR,,N
New,1,2,99,105,,,,,,,,AMELIORATE,1,GBP,1.12,EUR,,N
New,1,2,99,106,,,,,,,,AMELIORATE,1,GBP,1.12,EUR,,N
New,1,2,99,107,,,,,,,,AMELIORATE,1,GBP,85,RUB,,N
New,1,2,99,108,,,,,,,,AMELIORATE,1,GBP,2,AUD,,N
New,1,2,99,109,,,,,,,,AMELIORATE,1,GBP,1.12,EUR,,N
New,1,2,99,110,,,,,,,,AMELIORATE,1,GBP,12,SEK,,N
New,1,2,99,111,,,,,,,,AMELIORATE,1,GBP,1.12,EUR,,N
New,1,2,99,99,,,,,,,,AMELIORATE,2,GBP,2,GBP,,N
New,1,2,99,100,,,,,,,,AMELIORATE,2,GBP,2,GBP,,N
New,1,2,99,101,,,,,,,,AMELIORATE,2,GBP,2,GBP,,N
New,1,2,99,102,,,,,,,,AMELIORATE,2,GBP,4,USD,,N
New,1,2,99,103,,,,,,,,AMELIORATE,2,GBP,2.22,EUR,,N
New,1,2,99,104,,,,,,,,AMELIORATE,2,GBP,2.22,EUR,,N
New,1,2,99,105,,,,,,,,AMELIORATE,2,GBP,2.22,EUR,,N
New,1,2,99,106,,,,,,,,AMELIORATE,2,GBP,2.22,EUR,,N
New,1,2,99,107,,,,,,,,AMELIORATE,2,GBP,170,RUB,,N
New,1,2,99,108,,,,,,,,AMELIORATE,2,GBP,4,AUD,,N
New,1,2,99,109,,,,,,,,AMELIORATE,2,GBP,2.22,EUR,,N
New,1,2,99,110,,,,,,,,AMELIORATE,2,GBP,24,SEK,,N
New,1,2,99,111,,,,,,,,AMELIORATE,2,GBP,2.22,EUR,,N
