New/Maintain,Pricing Method,Zone Group,Base Zone,Zones,Product Group,Category,Sub-Category,Business Model,Buying Group,Buying Sub-Group,Buying Set,Brand,Base Zone Price,Base Zone Currency,Converted Price,Converted Price Currency,Conversion Factor,Reprice Existing
New,1,2,99,99,,,,,,,,ANAYA PLUS,1,GBP,1,GBP,,N
New,1,2,99,100,,,,,,,,ANAYA PLUS,1,GBP,1,GBP,,N
New,1,2,99,101,,,,,,,,ANAYA PLUS,1,GBP,1,GBP,,N
New,1,2,99,102,,,,,,,,ANAYA PLUS,1,GBP,2,USD,,N
New,1,2,99,103,,,,,,,,ANAYA PLUS,1,GBP,1.12,EUR,,N
New,1,2,99,104,,,,,,,,ANAYA PLUS,1,GBP,1.12,EUR,,N
New,1,2,99,105,,,,,,,,ANAYA PLUS,1,GBP,1.12,EUR,,N
New,1,2,99,106,,,,,,,,ANAYA PLUS,1,GBP,1.12,EUR,,N
New,1,2,99,107,,,,,,,,ANAYA PLUS,1,GBP,85,RUB,,N
New,1,2,99,108,,,,,,,,ANAYA PLUS,1,GBP,2,AUD,,N
New,1,2,99,109,,,,,,,,ANAYA PLUS,1,GBP,1.12,EUR,,N
New,1,2,99,110,,,,,,,,ANAYA PLUS,1,GBP,12,SEK,,N
New,1,2,99,111,,,,,,,,ANAYA PLUS,1,GBP,1.12,EUR,,N
New,1,2,99,99,,,,,,,,ANAYA PLUS,2,GBP,2,GBP,,N
New,1,2,99,100,,,,,,,,ANAYA PLUS,2,GBP,2,GBP,,N
New,1,2,99,101,,,,,,,,ANAYA PLUS,2,GBP,2,GBP,,N
New,1,2,99,102,,,,,,,,ANAYA PLUS,2,GBP,4,USD,,N
New,1,2,99,103,,,,,,,,ANAYA PLUS,2,GBP,2.22,EUR,,N
New,1,2,99,104,,,,,,,,ANAYA PLUS,2,GBP,2.22,EUR,,N
New,1,2,99,105,,,,,,,,ANAYA PLUS,2,GBP,2.22,EUR,,N
New,1,2,99,106,,,,,,,,ANAYA PLUS,2,GBP,2.22,EUR,,N
New,1,2,99,107,,,,,,,,ANAYA PLUS,2,GBP,170,RUB,,N
New,1,2,99,108,,,,,,,,ANAYA PLUS,2,GBP,4,AUD,,N
New,1,2,99,109,,,,,,,,ANAYA PLUS,2,GBP,2.22,EUR,,N
New,1,2,99,110,,,,,,,,ANAYA PLUS,2,GBP,24,SEK,,N
New,1,2,99,111,,,,,,,,ANAYA PLUS,2,GBP,2.22,EUR,,N
New,1,2,99,99,,,,,,,,ARMOR LUX,1,GBP,1,GBP,,N
New,1,2,99,100,,,,,,,,ARMOR LUX,1,GBP,1,GBP,,N
New,1,2,99,101,,,,,,,,ARMOR LUX,1,GBP,1,GBP,,N
New,1,2,99,102,,,,,,,,ARMOR LUX,1,GBP,2,USD,,N
New,1,2,99,103,,,,,,,,ARMOR LUX,1,GBP,1.12,EUR,,N
New,1,2,99,104,,,,,,,,ARMOR LUX,1,GBP,1.12,EUR,,N
New,1,2,99,105,,,,,,,,ARMOR LUX,1,GBP,1.12,EUR,,N
New,1,2,99,106,,,,,,,,ARMOR LUX,1,GBP,1.12,EUR,,N
New,1,2,99,107,,,,,,,,ARMOR LUX,1,GBP,85,RUB,,N
New,1,2,99,108,,,,,,,,ARMOR LUX,1,GBP,2,AUD,,N
New,1,2,99,109,,,,,,,,ARMOR LUX,1,GBP,1.12,EUR,,N
New,1,2,99,110,,,,,,,,ARMOR LUX,1,GBP,12,SEK,,N
New,1,2,99,111,,,,,,,,ARMOR LUX,1,GBP,1.12,EUR,,N
New,1,2,99,99,,,,,,,,ARMOR LUX,2,GBP,2,GBP,,N
New,1,2,99,100,,,,,,,,ARMOR LUX,2,GBP,2,GBP,,N
New,1,2,99,101,,,,,,,,ARMOR LUX,2,GBP,2,GBP,,N
New,1,2,99,102,,,,,,,,ARMOR LUX,2,GBP,4,USD,,N
New,1,2,99,103,,,,,,,,ARMOR LUX,2,GBP,2.22,EUR,,N
New,1,2,99,104,,,,,,,,ARMOR LUX,2,GBP,2.22,EUR,,N
New,1,2,99,105,,,,,,,,ARMOR LUX,2,GBP,2.22,EUR,,N
New,1,2,99,106,,,,,,,,ARMOR LUX,2,GBP,2.22,EUR,,N
New,1,2,99,107,,,,,,,,ARMOR LUX,2,GBP,170,RUB,,N
New,1,2,99,108,,,,,,,,ARMOR LUX,2,GBP,4,AUD,,N
New,1,2,99,109,,,,,,,,ARMOR LUX,2,GBP,2.22,EUR,,N
New,1,2,99,110,,,,,,,,ARMOR LUX,2,GBP,24,SEK,,N
New,1,2,99,111,,,,,,,,ARMOR LUX,2,GBP,2.22,EUR,,N
