280001,"2022-08-21 08:39:53.45","#V3-6B1",50.00,68.00,93.00,120.90,"2022-10-20","101200392","MCO",1,,,,"",,"V3-6B1B6",30013,3001,"2022-10-20","2022-11-15","GBP",93.00,100,"UK10:27|UK12:16|UK14:8|UK16:2|UK18:5|UK4:5|UK6:13|UK8:24"
280002,"2022-08-21 08:39:53.45","#V3-B44",50.00,68.00,93.00,120.90,"2022-10-20","101372035","MCO",1,,,,"",,"V3-B44B7",30025,1001,"2022-10-20","2022-11-15","USD",93.00,120,"2XL:6|2XS:3|L:29|M:37|S:22|XL:16|XS:7"
280003,"2022-08-21 08:39:53.45","#P3HMBH",50.00,68.00,93.00,120.90,"2022-10-20","101653791","MCO",1,,,,"",,"P3HMBHB6",30026,1001,"2022-10-20","2022-11-15","USD",93.00,67,"W28L32:2|W30L30:9|W30L32:9|W32L30:8|W32L32:11|W32L34:4|W34L30:3|W34L32:10|W34L34:4|W36L32:3|W36L34:3|W38L32:1"
280004,"2022-08-21 08:39:53.45","#DD2MTE",50.00,68.00,93.00,120.90,"2022-10-20","101653793","MCO",1,,,,"",,"DD2MTEB7",30067,1001,"2022-10-20","2022-11-15","USD",93.00,200,"W28L32:6|W30L30:26|W30L32:26|W32L30:24|W32L32:34|W32L34:12|W34L30:8|W34L32:30|W34L34:12|W36L32:10|W36L34:8|W38L32:4"
280005,"2022-08-21 08:39:53.45","#N62MOS",50.00,68.00,93.00,120.90,"2022-10-20","101653796","MCO",1,,,,"",,"N62MOSB6",30072,1001,"2022-10-20","2022-11-15","USD",93.00,220,"W28L32:7|W30L30:29|W30L32:29|W32L30:26|W32L32:37|W32L34:13|W34L30:9|W34L32:33|W34L34:13|W36L32:11|W36L34:9|W38L32:4"
280006,"2022-08-21 08:39:53.45","#F2HM6Q",50.00,68.00,93.00,120.90,"2022-10-20","101653798","MCO",1,,,,"",,"F2HM6QB7",30013,1001,"2022-10-20","2022-11-15","USD",93.00,365,"W28L32:11|W30L30:47|W30L32:47|W32L30:44|W32L32:62|W32L34:22|W34L30:15|W34L32:55|W34L34:22|W36L32:18|W36L34:15|W38L32:7"
280007,"2022-08-21 08:39:53.45","#CZ4M6V",50.00,68.00,93.00,120.90,"2022-10-20","101653799","MCO",1,,,,"",,"CZ4M6VB6",30025,1001,"2022-10-20","2022-11-15","USD",93.00,240,"W28L32:7|W30L30:31|W30L32:31|W32L30:29|W32L32:41|W32L34:14|W34L30:10|W34L32:36|W34L34:14|W36L32:12|W36L34:10|W38L32:5"
280008,"2022-08-21 08:39:53.45","#9U2MJ2",50.00,68.00,93.00,120.90,"2022-10-20","101653800","MCO",1,,,,"",,"9U2MJ2B7",30026,1001,"2022-10-20","2022-11-15","USD",93.00,70,"W28L32:2|W30L30:9|W30L32:9|W32L30:8|W32L32:12|W32L34:4|W34L30:3|W34L32:11|W34L34:4|W36L32:4|W36L34:3|W38L32:1"
280009,"2022-08-21 08:39:53.45","#BN0MJZ",50.00,68.00,93.00,120.90,"2022-10-20","101653801","MCO",1,,,,"",,"BN0MJZB6",30067,1001,"2022-10-20","2022-11-15","USD",93.00,310,"W28L32:9|W30L30:40|W30L32:40|W32L30:37|W32L32:53|W32L34:19|W34L30:12|W34L32:47|W34L34:19|W36L32:16|W36L34:12|W38L32:6"
280010,"2022-08-21 08:39:53.45","#0KHMJ3",50.00,68.00,93.00,120.90,"2022-10-20","101653802","MCO",1,,,,"",,"0KHMJ3B7",30072,1001,"2022-10-20","2022-11-15","USD",93.00,67,"W28L32:2|W30L30:9|W30L32:9|W32L30:8|W32L32:11|W32L34:4|W34L30:3|W34L32:10|W34L34:4|W36L32:3|W36L34:3|W38L32:1"
280011,"2022-08-21 08:39:53.45","#V3-B45",50.00,68.00,93.00,120.90,"2022-10-20","102008703","MCO",1,,,,"",,"V3-B45B6",30013,1001,"2022-10-20","2022-11-15","USD",93.00,55,"2XL:3|2XS:1|L:13|M:18|S:10|XL:7|XS:3"
280012,"2022-08-21 08:39:53.45","#07W4SQ",50.00,68.00,93.00,120.90,"2022-10-20","102159220","MCO",1,,,,"",,"07W4SQB7",30025,3001,"2022-10-20","2022-11-15","USD",93.00,235,"UK10:56|UK12:32|UK14:20|UK16:15|UK18:10|UK4:10|UK6:28|UK8:64"
280013,"2022-08-21 08:39:53.45","#V3-B46",50.00,68.00,93.00,120.90,"2022-10-20","102401516","MCO",1,,,,"",,"V3-B46B6",30026,1001,"2022-10-20","2022-11-15","USD",93.00,55,"2XL:3|2XS:1|L:13|M:17|S:11|XL:7|XS:3"
280014,"2022-08-21 08:39:53.45","#A66U5I",50.00,68.00,93.00,120.90,"2022-10-20","102943878","MCO",1,,,,"",,"A66U5IB7",30067,1001,"2022-10-20","2022-11-15","EUR",93.00,350,"2XL:18|L:107|M:102|S:56|XL:53|XS:14"
280015,"2022-08-21 08:39:53.45","#EBZU5D",50.00,68.00,93.00,120.90,"2022-10-20","102943879","MCO",1,,,,"",,"EBZU5DB6",30072,1001,"2022-10-20","2022-11-15","EUR",93.00,1550,"2XL:78|L:480|M:449|S:248|XL:233|XS:62"
280016,"2022-08-21 08:39:53.45","#Q3C90L",50.00,68.00,93.00,120.90,"2022-10-20","102943885","MCO",1,,,,"",,"Q3C90LB7",30013,1001,"2022-10-20","2022-11-15","EUR",93.00,75,"2XL:4|L:23|M:22|S:12|XL:11|XS:3"
280017,"2022-08-21 08:39:53.45","#MNDZKD",50.00,68.00,93.00,120.90,"2022-10-20","103397021","MCO",1,,,,"",,"MNDZKDB6",30025,3001,"2022-10-20","2022-11-15","USD",93.00,3230,"UK10:743|UK12:581|UK14:355|UK16:258|UK18:162|UK4:65|UK6:388|UK8:678"
280018,"2022-08-21 08:39:53.45","#JJQZ5M",50.00,68.00,93.00,120.90,"2022-10-20","103431108","MCO",1,,,,"",,"JJQZ5MB7",30026,1001,"2022-10-20","2022-11-15","USD",93.00,800,"UK10:144|UK12:112|UK14:56|UK16:32|UK4:73|UK6:174|UK8:209"
