272001,"2023-09-15 08:39:53.45","#YE0001",50.00,68.00,93.00,120.90,"2024-02-14","134734565","WH",4,,,,"","ALMA","YE0001A1",30013,8002,"2024-02-14","2024-03-14","USD",93.00,100,"3XS:20|2XS:20|XS:20|S:10|M:10|L:10|XL:10"
272002,"2023-09-15 08:39:53.45","#YE0002",50.00,68.00,93.00,120.90,"2024-02-14","134734566","WH",4,,,,"","ALMA","YE0002A1",30022,6002,"2024-02-14","2024-03-14","USD",93.00,100,"3XS:20|2XS:20|XS:20|S:10|M:10|L:10|XL:10"
272003,"2023-09-15 08:39:53.45","#YE0003",50.00,68.00,93.00,120.90,"2024-02-14","134734567","WH",4,,,,"","ALMA","YE0003A1",30025,5002,"2024-02-14","2024-03-14","USD",93.00,100,"3XS:20|2XS:20|XS:20|S:10|M:10|L:10|XL:10"
272004,"2023-09-15 08:39:53.45","#YE0004",50.00,68.00,93.00,120.90,"2024-02-14","134734568","WH",4,,,,"","ALMA","YE0004A1",30026,4002,"2024-02-14","2024-03-14","USD",93.00,100,"3XS:20|2XS:20|XS:20|S:10|M:10|L:10|XL:10"
272005,"2023-09-15 08:39:53.45","#YE0005",50.00,68.00,93.00,120.90,"2024-02-14","134734569","WH",4,,,,"","ALMA","YE0005A1",30027,3002,"2024-02-14","2024-03-14","USD",93.00,100,"3XS:20|2XS:20|XS:20|S:10|M:10|L:10|XL:10"
272006,"2023-09-15 08:39:53.45","#YE0006",50.00,68.00,93.00,120.90,"2024-02-14","134734570","WH",4,,,,"","ALMA","YE0006A1",30029,1002,"2024-02-14","2024-03-14","USD",93.00,100,"3XS:20|2XS:20|XS:20|S:10|M:10|L:10|XL:10"
272007,"2023-09-15 08:39:53.45","#YE0007",50.00,68.00,93.00,120.90,"2024-02-14","134734571","WH",4,,,,"","ALMA","YE0007A1",30045,8002,"2024-02-14","2024-03-14","USD",93.00,100,"3XS:20|2XS:20|XS:20|S:10|M:10|L:10|XL:10"
272008,"2023-09-15 08:39:53.45","#YE0008",50.00,68.00,93.00,120.90,"2024-02-14","134734572","WH",4,,,,"","ALMA","YE0008A1",30046,6002,"2024-02-14","2024-03-14","USD",93.00,100,"3XS:20|2XS:20|XS:20|S:10|M:10|L:10|XL:10"
272009,"2023-09-15 08:39:53.45","#YE0009",50.00,68.00,93.00,120.90,"2024-02-14","134734573","WH",4,,,,"","ALMA","YE0009A1",30047,5002,"2024-02-14","2024-03-14","USD",93.00,100,"3XS:20|2XS:20|XS:20|S:10|M:10|L:10|XL:10"
272010,"2023-09-15 08:39:53.45","#YE0010",50.00,68.00,93.00,120.90,"2024-02-14","134734574","WH",4,,,,"","ALMA","YE0010A1",30065,4002,"2024-02-14","2024-03-14","USD",93.00,100,"3XS:20|2XS:20|XS:20|S:10|M:10|L:10|XL:10"
272011,"2023-09-15 08:39:53.45","#YE0011",50.00,68.00,93.00,120.90,"2024-02-14","134734575","WH",4,,,,"","ALMA","YE0011A1",30066,3002,"2024-02-14","2024-03-14","USD",93.00,100,"3XS:20|2XS:20|XS:20|S:10|M:10|L:10|XL:10"
272012,"2023-09-15 08:39:53.45","#YE0012",50.00,68.00,93.00,120.90,"2024-02-14","134734576","WH",4,,,,"","ALMA","YE0012A1",30067,1002,"2024-02-14","2024-03-14","USD",93.00,100,"3XS:20|2XS:20|XS:20|S:10|M:10|L:10|XL:10"
272013,"2023-09-15 08:39:53.45","#YE0013",50.00,68.00,93.00,120.90,"2024-02-14","134734577","WH",4,,,,"","ALMA","YE0013A1",30068,8002,"2024-02-14","2024-03-14","USD",93.00,100,"3XS:20|2XS:20|XS:20|S:10|M:10|L:10|XL:10"
272014,"2023-09-15 08:39:53.45","#YE0014",50.00,68.00,93.00,120.90,"2024-02-14","134734578","WH",4,,,,"","ALMA","YE0014A1",30069,6002,"2024-02-14","2024-03-14","USD",93.00,100,"3XS:20|2XS:20|XS:20|S:10|M:10|L:10|XL:10"
272015,"2023-09-15 08:39:53.45","#YE0015",50.00,68.00,93.00,120.90,"2024-02-14","134734579","WH",4,,,,"","ALMA","YE0015A1",30070,5002,"2024-02-14","2024-03-14","USD",93.00,100,"3XS:20|2XS:20|XS:20|S:10|M:10|L:10|XL:10"
272016,"2023-09-15 08:39:53.45","#YE0016",50.00,68.00,93.00,120.90,"2024-02-14","134734580","WH",4,,,,"","ALMA","YE0016A1",30071,4002,"2024-02-14","2024-03-14","USD",93.00,100,"3XS:20|2XS:20|XS:20|S:10|M:10|L:10|XL:10"
272017,"2023-09-15 08:39:53.45","#YE0017",50.00,68.00,93.00,120.90,"2024-02-14","134734581","WH",4,,,,"","ALMA","YE0017A1",30072,3002,"2024-02-14","2024-03-14","USD",93.00,100,"3XS:20|2XS:20|XS:20|S:10|M:10|L:10|XL:10"
272018,"2023-09-15 08:39:53.45","#YE0018",50.00,68.00,93.00,120.90,"2024-02-14","134734582","WH",4,,,,"","ALMA","YE0018A1",30073,1002,"2024-02-14","2024-03-14","USD",93.00,100,"3XS:20|2XS:20|XS:20|S:10|M:10|L:10|XL:10"
272019,"2023-09-15 08:39:53.45","#YE0019",50.00,68.00,93.00,120.90,"2024-02-14","134734583","WH",4,,,,"","ALMA","YE0019A1",30074,8002,"2024-02-14","2024-03-14","USD",93.00,100,"3XS:20|2XS:20|XS:20|S:10|M:10|L:10|XL:10"
272020,"2023-09-15 08:39:53.45","#YE0020",50.00,68.00,93.00,120.90,"2024-02-14","134734584","WH",4,,,,"","ALMA","YE0020A1",30075,6002,"2024-02-14","2024-03-14","USD",93.00,100,"3XS:20|2XS:20|XS:20|S:10|M:10|L:10|XL:10"
272021,"2023-09-15 08:39:53.45","#YE0021",50.00,68.00,93.00,120.90,"2024-02-14","134734585","WH",4,,,,"","ALMA","YE0021A1",30076,5002,"2024-02-14","2024-03-14","USD",93.00,100,"3XS:20|2XS:20|XS:20|S:10|M:10|L:10|XL:10"
272022,"2023-09-15 08:39:53.45","#YE0022",50.00,68.00,93.00,120.90,"2024-02-14","134734586","WH",4,,,,"","ALMA","YE0022A1",30077,4002,"2024-02-14","2024-03-14","USD",93.00,100,"3XS:20|2XS:20|XS:20|S:10|M:10|L:10|XL:10"
272023,"2023-09-15 08:39:53.45","#YE0023",50.00,68.00,93.00,120.90,"2024-02-14","134734587","WH",4,,,,"","ALMA","YE0023A1",30078,3002,"2024-02-14","2024-03-14","USD",93.00,100,"3XS:20|2XS:20|XS:20|S:10|M:10|L:10|XL:10"
272024,"2023-09-15 08:39:53.45","#YE0024",50.00,68.00,93.00,120.90,"2024-02-14","134734588","WH",4,,,,"","ALMA","YE0024A1",30013,1002,"2024-02-14","2024-03-14","USD",93.00,100,"3XS:20|2XS:20|XS:20|S:10|M:10|L:10|XL:10"
272025,"2023-09-15 08:39:53.45","#YE0025",50.00,68.00,93.00,120.90,"2024-02-14","134734589","WH",4,,,,"","ALMA","YE0025A1",30022,8002,"2024-02-14","2024-03-14","USD",93.00,100,"3XS:20|2XS:20|XS:20|S:10|M:10|L:10|XL:10"
272026,"2023-09-15 08:39:53.45","#YE0026",50.00,68.00,93.00,120.90,"2024-02-14","134734590","WH",4,,,,"","ALMA","YE0026A1",30025,6002,"2024-02-14","2024-03-14","USD",93.00,100,"3XS:20|2XS:20|XS:20|S:10|M:10|L:10|XL:10"
272027,"2023-09-15 08:39:53.45","#YE0027",50.00,68.00,93.00,120.90,"2024-02-14","134734591","WH",4,,,,"","ALMA","YE0027A1",30026,5002,"2024-02-14","2024-03-14","USD",93.00,100,"3XS:20|2XS:20|XS:20|S:10|M:10|L:10|XL:10"
272028,"2023-09-15 08:39:53.45","#YE0028",50.00,68.00,93.00,120.90,"2024-02-14","134734592","WH",4,,,,"","ALMA","YE0028A1",30027,4002,"2024-02-14","2024-03-14","USD",93.00,100,"3XS:20|2XS:20|XS:20|S:10|M:10|L:10|XL:10"
272029,"2023-09-15 08:39:53.45","#YE0029",50.00,68.00,93.00,120.90,"2024-02-14","134734593","WH",4,,,,"","ALMA","YE0029A1",30029,3002,"2024-02-14","2024-03-14","USD",93.00,100,"3XS:20|2XS:20|XS:20|S:10|M:10|L:10|XL:10"
272030,"2023-09-15 08:39:53.45","#YE0030",50.00,68.00,93.00,120.90,"2024-02-14","134734594","WH",4,,,,"","ALMA","YE0030A1",30045,1002,"2024-02-14","2024-03-14","USD",93.00,100,"3XS:20|2XS:20|XS:20|S:10|M:10|L:10|XL:10"
272031,"2023-09-15 08:39:53.45","#YE0031",50.00,68.00,93.00,120.90,"2024-02-14","134734595","WH",4,,,,"","ALMA","YE0031A1",30046,8002,"2024-02-14","2024-03-14","USD",93.00,100,"3XS:20|2XS:20|XS:20|S:10|M:10|L:10|XL:10"
272032,"2023-09-15 08:39:53.45","#YE0032",50.00,68.00,93.00,120.90,"2024-02-14","134734596","WH",4,,,,"","ALMA","YE0032A1",30047,6002,"2024-02-14","2024-03-14","USD",93.00,100,"3XS:20|2XS:20|XS:20|S:10|M:10|L:10|XL:10"
272033,"2023-09-15 08:39:53.45","#YE0033",50.00,68.00,93.00,120.90,"2024-02-14","134734597","WH",4,,,,"","ALMA","YE0033A1",30065,5002,"2024-02-14","2024-03-14","USD",93.00,100,"3XS:20|2XS:20|XS:20|S:10|M:10|L:10|XL:10"
272034,"2023-09-15 08:39:53.45","#YE0034",50.00,68.00,93.00,120.90,"2024-02-14","134734598","WH",4,,,,"","ALMA","YE0034A1",30066,4002,"2024-02-14","2024-03-14","USD",93.00,100,"3XS:20|2XS:20|XS:20|S:10|M:10|L:10|XL:10"
272035,"2023-09-15 08:39:53.45","#YE0035",50.00,68.00,93.00,120.90,"2024-02-14","134734599","WH",4,,,,"","ALMA","YE0035A1",30067,3002,"2024-02-14","2024-03-14","USD",93.00,100,"3XS:20|2XS:20|XS:20|S:10|M:10|L:10|XL:10"
272036,"2023-09-15 08:39:53.45","#YE0036",50.00,68.00,93.00,120.90,"2024-02-14","134734600","WH",4,,,,"","ALMA","YE0036A1",30068,1002,"2024-02-14","2024-03-14","USD",93.00,100,"3XS:20|2XS:20|XS:20|S:10|M:10|L:10|XL:10"
