Option ID,Zone Group,Zone,Reason Code,Effective Date,Change Type,Change Amount,Change Percent,Price Guide,Auto-Approve
100113521,2,101,12,27/12/2025,2,99,,N,Y
100113521,2,102,12,27/12/2025,2,99,,N,Y
100113521,2,103,12,27/12/2025,2,99,,N,Y
100113521,2,104,12,27/12/2025,2,99,,N,Y
100113521,2,105,12,27/12/2025,2,99,,N,Y
100113521,2,106,12,27/12/2025,2,99,,N,Y
100113521,2,107,12,27/12/2025,2,99,,N,Y
100113521,2,108,12,27/12/2025,2,99,,N,Y
100113521,2,109,12,27/12/2025,2,99,,N,Y
100113521,2,110,12,27/12/2025,2,99,,N,Y
100114010,2,101,12,27/12/2025,2,99,,N,Y
100114010,2,102,12,27/12/2025,2,99,,N,Y
100114010,2,103,12,27/12/2025,2,99,,N,Y
100114010,2,104,12,27/12/2025,2,99,,N,Y
100114010,2,105,12,27/12/2025,2,99,,N,Y
100114010,2,106,12,27/12/2025,2,99,,N,Y
100114010,2,107,12,27/12/2025,2,99,,N,Y
100114010,2,108,12,27/12/2025,2,99,,N,Y
100114010,2,109,12,27/12/2025,2,99,,N,Y
100114010,2,110,12,27/12/2025,2,99,,N,Y
100114995,2,101,12,27/12/2025,2,99,,N,Y
100114995,2,102,12,27/12/2025,2,99,,N,Y
100114995,2,103,12,27/12/2025,2,99,,N,Y
100114995,2,104,12,27/12/2025,2,99,,N,Y
100114995,2,105,12,27/12/2025,2,99,,N,Y
100114995,2,106,12,27/12/2025,2,99,,N,Y
100114995,2,107,12,27/12/2025,2,99,,N,Y
100114995,2,108,12,27/12/2025,2,99,,N,Y
100114995,2,109,12,27/12/2025,2,99,,N,Y
100114995,2,110,12,27/12/2025,2,99,,N,Y
100116416,2,101,12,27/12/2025,2,99,,N,Y
100116416,2,102,12,27/12/2025,2,99,,N,Y
100116416,2,103,12,27/12/2025,2,99,,N,Y
100116416,2,104,12,27/12/2025,2,99,,N,Y
100116416,2,105,12,27/12/2025,2,99,,N,Y
100116416,2,106,12,27/12/2025,2,99,,N,Y
100116416,2,107,12,27/12/2025,2,99,,N,Y
100116416,2,108,12,27/12/2025,2,99,,N,Y
100116416,2,109,12,27/12/2025,2,99,,N,Y
100116416,2,110,12,27/12/2025,2,99,,N,Y
100116423,2,101,12,27/12/2025,2,99,,N,Y
100116423,2,102,12,27/12/2025,2,99,,N,Y
100116423,2,103,12,27/12/2025,2,99,,N,Y
100116423,2,104,12,27/12/2025,2,99,,N,Y
100116423,2,105,12,27/12/2025,2,99,,N,Y
100116423,2,106,12,27/12/2025,2,99,,N,Y
100116423,2,107,12,27/12/2025,2,99,,N,Y
100116423,2,108,12,27/12/2025,2,99,,N,Y
100116423,2,109,12,27/12/2025,2,99,,N,Y
100116423,2,110,12,27/12/2025,2,99,,N,Y
100118513,2,101,12,27/12/2025,2,99,,N,Y
100118513,2,102,12,27/12/2025,2,99,,N,Y
100118513,2,103,12,27/12/2025,2,99,,N,Y
100118513,2,104,12,27/12/2025,2,99,,N,Y
100118513,2,105,12,27/12/2025,2,99,,N,Y
100118513,2,106,12,27/12/2025,2,99,,N,Y
100118513,2,107,12,27/12/2025,2,99,,N,Y
100118513,2,108,12,27/12/2025,2,99,,N,Y
100118513,2,109,12,27/12/2025,2,99,,N,Y
100118513,2,110,12,27/12/2025,2,99,,N,Y
100123461,2,101,12,27/12/2025,2,99,,N,Y
100123461,2,102,12,27/12/2025,2,99,,N,Y
100123461,2,103,12,27/12/2025,2,99,,N,Y
100123461,2,104,12,27/12/2025,2,99,,N,Y
100123461,2,105,12,27/12/2025,2,99,,N,Y
100123461,2,106,12,27/12/2025,2,99,,N,Y
100123461,2,107,12,27/12/2025,2,99,,N,Y
100123461,2,108,12,27/12/2025,2,99,,N,Y
100123461,2,109,12,27/12/2025,2,99,,N,Y
100123461,2,110,12,27/12/2025,2,99,,N,Y
100153447,2,101,12,27/12/2025,2,99,,N,Y
100153447,2,102,12,27/12/2025,2,99,,N,Y
100153447,2,103,12,27/12/2025,2,99,,N,Y
100153447,2,104,12,27/12/2025,2,99,,N,Y
100153447,2,105,12,27/12/2025,2,99,,N,Y
100153447,2,106,12,27/12/2025,2,99,,N,Y
100153447,2,107,12,27/12/2025,2,99,,N,Y
100153447,2,108,12,27/12/2025,2,99,,N,Y
100153447,2,109,12,27/12/2025,2,99,,N,Y
100153447,2,110,12,27/12/2025,2,99,,N,Y
100160649,2,101,12,27/12/2025,2,99,,N,Y
100160649,2,102,12,27/12/2025,2,99,,N,Y
100160649,2,103,12,27/12/2025,2,99,,N,Y
100160649,2,104,12,27/12/2025,2,99,,N,Y
100160649,2,105,12,27/12/2025,2,99,,N,Y
100160649,2,106,12,27/12/2025,2,99,,N,Y
100160649,2,107,12,27/12/2025,2,99,,N,Y
100160649,2,108,12,27/12/2025,2,99,,N,Y
100160649,2,109,12,27/12/2025,2,99,,N,Y
100160649,2,110,12,27/12/2025,2,99,,N,Y
100163832,2,101,12,27/12/2025,2,99,,N,Y
100163832,2,102,12,27/12/2025,2,99,,N,Y
100163832,2,103,12,27/12/2025,2,99,,N,Y
100163832,2,104,12,27/12/2025,2,99,,N,Y
100163832,2,105,12,27/12/2025,2,99,,N,Y
100163832,2,106,12,27/12/2025,2,99,,N,Y
100163832,2,107,12,27/12/2025,2,99,,N,Y
100163832,2,108,12,27/12/2025,2,99,,N,Y
100163832,2,109,12,27/12/2025,2,99,,N,Y
100163832,2,110,12,27/12/2025,2,99,,N,Y
100165021,2,101,12,27/12/2025,2,99,,N,Y
100165021,2,102,12,27/12/2025,2,99,,N,Y
100165021,2,103,12,27/12/2025,2,99,,N,Y
100165021,2,104,12,27/12/2025,2,99,,N,Y
100165021,2,105,12,27/12/2025,2,99,,N,Y
100165021,2,106,12,27/12/2025,2,99,,N,Y
100165021,2,107,12,27/12/2025,2,99,,N,Y
100165021,2,108,12,27/12/2025,2,99,,N,Y
100165021,2,109,12,27/12/2025,2,99,,N,Y
100165021,2,110,12,27/12/2025,2,99,,N,Y
100169761,2,101,12,27/12/2025,2,99,,N,Y
100169761,2,102,12,27/12/2025,2,99,,N,Y
100169761,2,103,12,27/12/2025,2,99,,N,Y
100169761,2,104,12,27/12/2025,2,99,,N,Y
100169761,2,105,12,27/12/2025,2,99,,N,Y
100169761,2,106,12,27/12/2025,2,99,,N,Y
100169761,2,107,12,27/12/2025,2,99,,N,Y
100169761,2,108,12,27/12/2025,2,99,,N,Y
100169761,2,109,12,27/12/2025,2,99,,N,Y
100169761,2,110,12,27/12/2025,2,99,,N,Y
100170301,2,101,12,27/12/2025,2,99,,N,Y
100170301,2,102,12,27/12/2025,2,99,,N,Y
100170301,2,103,12,27/12/2025,2,99,,N,Y
100170301,2,104,12,27/12/2025,2,99,,N,Y
100170301,2,105,12,27/12/2025,2,99,,N,Y
100170301,2,106,12,27/12/2025,2,99,,N,Y
100170301,2,107,12,27/12/2025,2,99,,N,Y
100170301,2,108,12,27/12/2025,2,99,,N,Y
100170301,2,109,12,27/12/2025,2,99,,N,Y
100170301,2,110,12,27/12/2025,2,99,,N,Y
100170437,2,101,12,27/12/2025,2,99,,N,Y
100170437,2,102,12,27/12/2025,2,99,,N,Y
100170437,2,103,12,27/12/2025,2,99,,N,Y
100170437,2,104,12,27/12/2025,2,99,,N,Y
100170437,2,105,12,27/12/2025,2,99,,N,Y
100170437,2,106,12,27/12/2025,2,99,,N,Y
100170437,2,107,12,27/12/2025,2,99,,N,Y
100170437,2,108,12,27/12/2025,2,99,,N,Y
100170437,2,109,12,27/12/2025,2,99,,N,Y
100170437,2,110,12,27/12/2025,2,99,,N,Y
100170446,2,101,12,27/12/2025,2,99,,N,Y
100170446,2,102,12,27/12/2025,2,99,,N,Y
100170446,2,103,12,27/12/2025,2,99,,N,Y
100170446,2,104,12,27/12/2025,2,99,,N,Y
100170446,2,105,12,27/12/2025,2,99,,N,Y
100170446,2,106,12,27/12/2025,2,99,,N,Y
100170446,2,107,12,27/12/2025,2,99,,N,Y
100170446,2,108,12,27/12/2025,2,99,,N,Y
100170446,2,109,12,27/12/2025,2,99,,N,Y
100170446,2,110,12,27/12/2025,2,99,,N,Y
100171363,2,101,12,27/12/2025,2,99,,N,Y
100171363,2,102,12,27/12/2025,2,99,,N,Y
100171363,2,103,12,27/12/2025,2,99,,N,Y
100171363,2,104,12,27/12/2025,2,99,,N,Y
100171363,2,105,12,27/12/2025,2,99,,N,Y
100171363,2,106,12,27/12/2025,2,99,,N,Y
100171363,2,107,12,27/12/2025,2,99,,N,Y
100171363,2,108,12,27/12/2025,2,99,,N,Y
100171363,2,109,12,27/12/2025,2,99,,N,Y
100171363,2,110,12,27/12/2025,2,99,,N,Y
100178895,2,101,12,27/12/2025,2,99,,N,Y
100178895,2,102,12,27/12/2025,2,99,,N,Y
100178895,2,103,12,27/12/2025,2,99,,N,Y
100178895,2,104,12,27/12/2025,2,99,,N,Y
100178895,2,105,12,27/12/2025,2,99,,N,Y
100178895,2,106,12,27/12/2025,2,99,,N,Y
100178895,2,107,12,27/12/2025,2,99,,N,Y
100178895,2,108,12,27/12/2025,2,99,,N,Y
100178895,2,109,12,27/12/2025,2,99,,N,Y
100178895,2,110,12,27/12/2025,2,99,,N,Y
100179367,2,101,12,27/12/2025,2,99,,N,Y
100179367,2,102,12,27/12/2025,2,99,,N,Y
100179367,2,103,12,27/12/2025,2,99,,N,Y
100179367,2,104,12,27/12/2025,2,99,,N,Y
100179367,2,105,12,27/12/2025,2,99,,N,Y
100179367,2,106,12,27/12/2025,2,99,,N,Y
100179367,2,107,12,27/12/2025,2,99,,N,Y
100179367,2,108,12,27/12/2025,2,99,,N,Y
100179367,2,109,12,27/12/2025,2,99,,N,Y
100179367,2,110,12,27/12/2025,2,99,,N,Y
100181463,2,101,12,27/12/2025,2,99,,N,Y
100181463,2,102,12,27/12/2025,2,99,,N,Y
100181463,2,103,12,27/12/2025,2,99,,N,Y
100181463,2,104,12,27/12/2025,2,99,,N,Y
100181463,2,105,12,27/12/2025,2,99,,N,Y
100181463,2,106,12,27/12/2025,2,99,,N,Y
100181463,2,107,12,27/12/2025,2,99,,N,Y
100181463,2,108,12,27/12/2025,2,99,,N,Y
100181463,2,109,12,27/12/2025,2,99,,N,Y
100181463,2,110,12,27/12/2025,2,99,,N,Y
100182888,2,101,12,27/12/2025,2,99,,N,Y
100182888,2,102,12,27/12/2025,2,99,,N,Y
100182888,2,103,12,27/12/2025,2,99,,N,Y
100182888,2,104,12,27/12/2025,2,99,,N,Y
100182888,2,105,12,27/12/2025,2,99,,N,Y
100182888,2,106,12,27/12/2025,2,99,,N,Y
100182888,2,107,12,27/12/2025,2,99,,N,Y
100182888,2,108,12,27/12/2025,2,99,,N,Y
100182888,2,109,12,27/12/2025,2,99,,N,Y
100182888,2,110,12,27/12/2025,2,99,,N,Y
100183245,2,101,12,27/12/2025,2,99,,N,Y
100183245,2,102,12,27/12/2025,2,99,,N,Y
100183245,2,103,12,27/12/2025,2,99,,N,Y
100183245,2,104,12,27/12/2025,2,99,,N,Y
100183245,2,105,12,27/12/2025,2,99,,N,Y
100183245,2,106,12,27/12/2025,2,99,,N,Y
100183245,2,107,12,27/12/2025,2,99,,N,Y
100183245,2,108,12,27/12/2025,2,99,,N,Y
100183245,2,109,12,27/12/2025,2,99,,N,Y
100183245,2,110,12,27/12/2025,2,99,,N,Y
100184163,2,101,12,27/12/2025,2,99,,N,Y
100184163,2,102,12,27/12/2025,2,99,,N,Y
100184163,2,103,12,27/12/2025,2,99,,N,Y
100184163,2,104,12,27/12/2025,2,99,,N,Y
100184163,2,105,12,27/12/2025,2,99,,N,Y
100184163,2,106,12,27/12/2025,2,99,,N,Y
100184163,2,107,12,27/12/2025,2,99,,N,Y
100184163,2,108,12,27/12/2025,2,99,,N,Y
100184163,2,109,12,27/12/2025,2,99,,N,Y
100184163,2,110,12,27/12/2025,2,99,,N,Y
100184346,2,101,12,27/12/2025,2,99,,N,Y
100184346,2,102,12,27/12/2025,2,99,,N,Y
100184346,2,103,12,27/12/2025,2,99,,N,Y
100184346,2,104,12,27/12/2025,2,99,,N,Y
100184346,2,105,12,27/12/2025,2,99,,N,Y
100184346,2,106,12,27/12/2025,2,99,,N,Y
100184346,2,107,12,27/12/2025,2,99,,N,Y
100184346,2,108,12,27/12/2025,2,99,,N,Y
100184346,2,109,12,27/12/2025,2,99,,N,Y
100184346,2,110,12,27/12/2025,2,99,,N,Y
100184688,2,101,12,27/12/2025,2,99,,N,Y
