ACTION,OPTION ID,PO ID,MID CODE
ADD,142170046,500033257606,CNQINSAMQIN
ADD,138494324,500032317730,CNQINSAMQIN
ADD,139768942,500032695197,CNQINSAMQIN
ADD,142406729,500033317567,CNQINSAMQIN
ADD,134167656,500033215936,CNQINSAMQIN
ADD,141105704,500033059050,CNQINSAMQIN
ADD,141500274,500033137445,CNQINSAMQIN
ADD,140911564,500032997053,CNQINSAMQIN
ADD,139712999,500032673387,CNQINSAMQIN
ADD,140415239,500032870116,CNQINSAMQIN
ADD,119173700,500032101102,CNQINSAMQIN
ADD,139986281,500032749458,CNQINSAMQIN
ADD,142803908,500033373187,CNQINSAMQIN
ADD,142803889,500033373150,CNQINSAMQIN
ADD,141415094,500033115829,CNQINSAMQIN
ADD,141663715,500033165628,CNQINSAMQIN
ADD,140133762,500032790469,CNQINSAMQIN
ADD,141663713,500033165622,CNQINSAMQIN
ADD,140914095,500033001773,CNQINSAMQIN
ADD,139760952,500032688690,CNQINSAMQIN
ADD,140562704,500032899688,CNQINSAMQIN
ADD,142996606,500033417880,CNQINSAMQIN
ADD,139075997,500032501438,CNQINSAMQIN
ADD,139964861,500032744518,CNQINSAMQIN
ADD,142997161,500033423296,CNQINSAMQIN
ADD,139080983,500032507201,CNQINSAMQIN
ADD,139790452,500032700989,CNQINSAMQIN
ADD,141533145,500033146976,CNQINSAMQIN
ADD,140566920,500032900718,CNQINSAMQIN
ADD,142973262,500033414697,CNQINSAMQIN
ADD,140914111,500033001836,CNQINSAMQIN
ADD,138683338,500032372676,CNQINSAMQIN
ADD,142803917,500033373205,CNQINSAMQIN
ADD,141308165,500033101450,CNQINSAMQIN
ADD,139379868,500032597999,CNQINSAMQIN
ADD,138518138,500032324773,CNQINSAMQIN
ADD,140625607,500032937581,CNQINSAMQIN
ADD,139101808,500032511617,CNQINSAMQIN
ADD,142844988,500033394157,CNQINSAMQIN
ADD,140657646,500032926300,CNQINSAMQIN
ADD,136643850,500033340001,CNQINSAMQIN
ADD,124183370,500032507047,CNQINSAMQIN
ADD,140134927,500032791373,CNQINSAMQIN
ADD,140566915,500032900703,CNQINSAMQIN
ADD,139982530,500033496550,CNQINSAMQIN
ADD,142087813,500033233950,CNQINSAMQIN
ADD,141496000,500033127871,CNQINSAMQIN
ADD,133033199,500032926440,CNQINSAMQIN
ADD,141219168,500033067726,CNQINSAMQIN
ADD,142972210,500033413412,CNQINSAMQIN
ADD,139075902,500032501045,CNQINSAMQIN
ADD,139303975,500032723150,CNQINSAMQIN
ADD,142122036,500033245479,CNQINSAMQIN
ADD,139586894,500033335089,CNQINSAMQIN
ADD,140437073,500032877159,CNQINSAMQIN
ADD,141105709,500033059057,CNQINSAMQIN
ADD,141932367,500033216448,CNQINSAMQIN
ADD,142972027,500033413160,CNQINSAMQIN
ADD,142167417,500033255666,CNQINSAMQIN
