ACTION,OPTION ID,PO ID,MID CODE
ADD,139760946,500032688681,CNQINSAMQIN
ADD,140133759,500032791850,CNQINSAMQIN
ADD,142323946,500033291230,CNQINSAMQIN
ADD,141932360,500033216441,CNQINSAMQIN
ADD,142972201,500033413403,CNQINSAMQIN
ADD,135600559,500033517081,CNQINSAMQIN
ADD,143316505,500033521695,CNQINSAMQIN
ADD,123348368,500032990351,CNQINSAMQIN
ADD,139797455,500032708263,CNQINSAMQIN
ADD,139796279,500032705482,CNQINSAMQIN
ADD,121834008,500033216036,CNQINSAMQIN
ADD,141664647,500033166430,CNQINSAMQIN
ADD,139080963,500032507140,CNQINSAMQIN
ADD,142167414,500033255657,CNQINSAMQIN
ADD,135372259,500032926225,CNQINSAMQIN
ADD,142170043,500033257597,CNQINSAMQIN
ADD,141463733,500033119698,CNQINSAMQIN
ADD,134629791,500033413399,CNQINSAMQIN
ADD,140562708,500032899700,CNQINSAMQIN
ADD,142327814,500033295349,CNQINSAMQIN
ADD,139790439,500032703902,CNQINSAMQIN
ADD,139963469,500032741975,CNQINSAMQIN
ADD,132810936,500033231854,CNQINSAMQIN
ADD,142288047,500033291518,CNQINSAMQIN
ADD,139796278,500032705481,CNQINSAMQIN
ADD,133238773,500032501378,CNQINSAMQIN
ADD,141772480,500033191004,CNQINSAMQIN
ADD,142122920,500033266418,CNQINSAMQIN
ADD,140832582,500032974314,CNQINSAMQIN
ADD,142086927,500033265836,CNQINSAMQIN
ADD,142167415,500033255660,CNQINSAMQIN
ADD,141308139,500033101446,CNQINSAMQIN
ADD,141496005,500033127879,CNQINSAMQIN
ADD,140914099,500033001792,CNQINSAMQIN
ADD,141498511,500033128471,CNQINSAMQIN
ADD,141932375,500033216456,CNQINSAMQIN
ADD,142803863,500033373100,CNQINSAMQIN
ADD,140566900,500032900658,CNQINSAMQIN
ADD,142294887,500033282111,CNQINSAMQIN
ADD,140312411,500032907573,CNQINSAMQIN
ADD,140134317,500032790731,CNQINSAMQIN
ADD,141502887,500033133491,CNQINSAMQIN
ADD,140561842,500032898727,CNQINSAMQIN
ADD,138900710,500032441115,CNQINSAMQIN
ADD,140914099,500033001791,CNQINSAMQIN
ADD,142086977,500033265846,CNQINSAMQIN
ADD,142803894,500033373160,CNQINSAMQIN
ADD,139925529,500032739023,CNQINSAMQIN
ADD,139625632,500032654671,CNQINSAMQIN
ADD,141105721,500033059058,CNQINSAMQIN
ADD,136643836,500032845746,CNQINSAMQIN
ADD,141103009,500033059068,CNQINSAMQIN
ADD,142432981,500033326223,CNQINSAMQIN
ADD,140625600,500032937552,CNQINSAMQIN
ADD,141105702,500033059049,CNQINSAMQIN
ADD,141664654,500033166450,CNQINSAMQIN
ADD,140566860,500032900538,CNQINSAMQIN
ADD,140625598,500032937546,CNQINSAMQIN
ADD,140657802,500032926991,CNQINSAMQIN
ADD,141105692,500033059056,CNQINSAMQIN
ADD,142122918,500033266413,CNQINSAMQIN
ADD,141498512,500033128474,CNQINSAMQIN
ADD,136643836,500033339440,CNQINSAMQIN
ADD,142086475,500033231950,CNQINSAMQIN
ADD,134844363,500032926448,CNQINSAMQIN
ADD,135593694,500033210919,CNQINSAMQIN
ADD,140311846,500032846877,CNQINSAMQIN
ADD,141102700,500033053327,CNQINSAMQIN
ADD,139076018,500032501501,CNQINSAMQIN
ADD,142844986,500033394151,CNQINSAMQIN
ADD,141797228,500033198262,CNQINSAMQIN
ADD,142740702,500033366485,CNQINSAMQIN
ADD,141415142,500033115973,CNQINSAMQIN
ADD,141308151,500033101437,CNQINSAMQIN
ADD,118971305,500032098232,CNQINSAMQIN
ADD,141217917,500033066298,CNQINSAMQIN
ADD,140832585,500032974331,CNQINSAMQIN
ADD,139794723,500032916520,CNQINSAMQIN
ADD,133197390,500033524100,CNQINSAMQIN
ADD,140133760,500032790463,CNQINSAMQIN
ADD,141500294,500033137505,CNQINSAMQIN
ADD,139379876,500032598016,CNQINSAMQIN
ADD,133932933,500032722823,CNQINSAMQIN
ADD,140437065,500032877135,CNQINSAMQIN
ADD,140657805,500032926994,CNQINSAMQIN
ADD,142514190,500033337455,CNQINSAMQIN
ADD,140134924,500032791364,CNQINSAMQIN
ADD,142997176,500033423341,CNQINSAMQIN
ADD,141533133,500033146940,CNQINSAMQIN
ADD,141502878,500033133464,CNQINSAMQIN
ADD,139076002,500032501453,CNQINSAMQIN
ADD,142045933,500033229262,CNQINSAMQIN
ADD,136855872,500031945844,CNQINSAMQIN
ADD,139046281,500032490447,CNQINSAMQIN
ADD,142086918,500033265833,CNQINSAMQIN
ADD,142974873,500033415767,CNQINSAMQIN
ADD,141415102,500033115853,CNQINSAMQIN
ADD,139075894,500032500979,CNQINSAMQIN
ADD,139250036,500032722820,CNQINSAMQIN
ADD,140562738,500032899790,CNQINSAMQIN
ADD,139800071,500032711756,CNQINSAMQIN
ADD,141663698,500033165577,CNQINSAMQIN
ADD,139251862,500032723154,CNQINSAMQIN
ADD,141105698,500033059063,CNQINSAMQIN
ADD,141104733,500033106372,CNQINSAMQIN
ADD,139768934,500032694767,CNQINSAMQIN
ADD,142510805,500033334266,CNQINSAMQIN
ADD,139080959,500032507128,CNQINSAMQIN
ADD,125834380,500032898716,CNQINSAMQIN
ADD,139074543,500032502721,CNQINSAMQIN
ADD,135496807,500033065640,CNQINSAMQIN
ADD,139107172,500032739493,CNQINSAMQIN
ADD,141502880,500033133470,CNQINSAMQIN
ADD,138900755,500032972618,CNQINSAMQIN
ADD,137000504,500032557941,CNQINSAMQIN
ADD,142803913,500033373197,CNQINSAMQIN
ADD,140566851,500032900511,CNQINSAMQIN
ADD,141415129,500033115934,CNQINSAMQIN
ADD,142043558,500033227785,CNQINSAMQIN
ADD,140133765,500032790478,CNQINSAMQIN
ADD,141500312,500033137559,CNQINSAMQIN
ADD,141102989,500033059071,CNQINSAMQIN
ADD,140134308,500032790704,CNQINSAMQIN
ADD,141932363,500033216444,CNQINSAMQIN
ADD,141663700,500033165583,CNQINSAMQIN
ADD,133885820,500033106207,CNQINSAMQIN
ADD,140561844,500032898730,CNQINSAMQIN
ADD,140832587,500032974337,CNQINSAMQIN
ADD,139790438,500032700947,CNQINSAMQIN
ADD,138172675,500032989801,CNQINSAMQIN
ADD,141496003,500033127874,CNQINSAMQIN
ADD,139768927,500032695157,CNQINSAMQIN
ADD,142086968,500033265845,CNQINSAMQIN
ADD,142324226,500033291411,CNQINSAMQIN
ADD,140914091,500033001758,CNQINSAMQIN
ADD,140660601,500032928815,CNQINSAMQIN
ADD,100320272,500032898715,CNQINSAMQIN
ADD,142822498,500033522169,CNQINSAMQIN
ADD,139080975,500032507176,CNQINSAMQIN
ADD,141533126,500033146919,CNQINSAMQIN
ADD,142432807,500033325883,CNQINSAMQIN
ADD,141380166,500033103518,CNQINSAMQIN
ADD,139075894,500032500980,CNQINSAMQIN
ADD,141105671,500033059060,CNQINSAMQIN
ADD,140562745,500032899811,CNQINSAMQIN
ADD,139046289,500032490471,CNQINSAMQIN
ADD,141532350,500033145158,CNQINSAMQIN
ADD,141103012,500033059069,CNQINSAMQIN
ADD,141490605,500033127327,CNQINSAMQIN
ADD,142323894,500033291110,CNQINSAMQIN
ADD,142455172,500033330407,CNQINSAMQIN
ADD,142509591,500033331874,CNQINSAMQIN
ADD,141932358,500033216439,CNQINSAMQIN
ADD,142844989,500033394160,CNQINSAMQIN
ADD,140914092,500033001763,CNQINSAMQIN
ADD,134487970,500030938048,CNQINSAMQIN
ADD,140562730,500032899766,CNQINSAMQIN
ADD,141308164,500033101450,CNQINSAMQIN
ADD,138857556,500032709538,CNQINSAMQIN
ADD,139075905,500032501059,CNQINSAMQIN
ADD,140309643,500032843027,CNQINSAMQIN
ADD,139303974,500032723150,CNQINSAMQIN
ADD,139306525,500032578706,CNQINSAMQIN
ADD,140562706,500032899694,CNQINSAMQIN
ADD,141308163,500033101450,CNQINSAMQIN
ADD,136643842,500033339591,CNQINSAMQIN
ADD,139983740,500032747128,CNQINSAMQIN
ADD,133031730,500033323957,CNQINSAMQIN
ADD,142122022,500033245437,CNQINSAMQIN
ADD,140657628,500032926234,CNQINSAMQIN
ADD,141105690,500033059048,CNQINSAMQIN
ADD,142823993,500033388079,CNQINSAMQIN
ADD,141308121,500033101434,CNQINSAMQIN
ADD,143080053,500033437625,CNQINSAMQIN
ADD,139982532,500032745753,CNQINSAMQIN
ADD,140291408,500032838555,CNQINSAMQIN
ADD,138683340,500032372682,CNQINSAMQIN
ADD,139586907,500033335089,CNQINSAMQIN
ADD,139076009,500032501474,CNQINSAMQIN
ADD,139982528,500032752737,CNQINSAMQIN
ADD,142323786,500033291137,CNQINSAMQIN
ADD,141308135,500033101436,CNQINSAMQIN
ADD,136643853,500033340051,CNQINSAMQIN
ADD,142122042,500033245497,CNQINSAMQIN
ADD,141500296,500033137511,CNQINSAMQIN
ADD,140415233,500032870098,CNQINSAMQIN
ADD,142045928,500033229252,CNQINSAMQIN
ADD,138783455,500033073173,CNQINSAMQIN
ADD,137467526,500032647523,CNQINSAMQIN
ADD,142350196,500033300944,CNQINSAMQIN
ADD,125834385,500032898719,CNQINSAMQIN
ADD,140198870,500032824780,CNQINSAMQIN
ADD,140437063,500032877129,CNQINSAMQIN
ADD,139306508,500032578689,CNQINSAMQIN
ADD,140859065,500033106307,CNQINSAMQIN
ADD,138494335,500032317744,CNQINSAMQIN
ADD,141532351,500033145160,CNQINSAMQIN
ADD,142122898,500033266364,CNQINSAMQIN
ADD,141415087,500033115808,CNQINSAMQIN
ADD,141308149,500033101448,CNQINSAMQIN
ADD,140566893,500032900637,CNQINSAMQIN
ADD,141500314,500033137565,CNQINSAMQIN
ADD,139982529,500032752741,CNQINSAMQIN
ADD,132800218,500032898720,CNQINSAMQIN
ADD,140134322,500032790746,CNQINSAMQIN
ADD,141818635,500033215546,CNQINSAMQIN
ADD,140312137,500032847368,CNQINSAMQIN
ADD,142844993,500033394172,CNQINSAMQIN
ADD,142169274,500033257573,CNQINSAMQIN
ADD,142972044,500033413177,CNQINSAMQIN
ADD,142433002,500033326699,CNQINSAMQIN
ADD,139924256,500032737608,CNQINSAMQIN
ADD,141932364,500033216445,CNQINSAMQIN
ADD,140911552,500032997005,CNQINSAMQIN
ADD,141415116,500033115895,CNQINSAMQIN
ADD,142045930,500033229257,CNQINSAMQIN
ADD,138857555,500033082903,CNQINSAMQIN
ADD,138494329,500033438309,CNQINSAMQIN
ADD,141102685,500033053282,CNQINSAMQIN
ADD,139306512,500032578693,CNQINSAMQIN
ADD,140133755,500032791847,CNQINSAMQIN
ADD,140395358,500032862452,CNQINSAMQIN
ADD,140133761,500032790466,CNQINSAMQIN
ADD,133886506,500033106213,CNQINSAMQIN
ADD,121834003,500033229246,CNQINSAMQIN
ADD,142509585,500033331856,CNQINSAMQIN
ADD,141502892,500033133506,CNQINSAMQIN
ADD,142045940,500033229275,CNQINSAMQIN
ADD,140437075,500032877165,CNQINSAMQIN
ADD,140858966,500033106223,CNQINSAMQIN
