ACTION,OPTION ID,PO ID,MID CODE
ADD,141664650,500033166438,CNQINSAMQIN
ADD,141102702,500033053333,CNQINSAMQIN
ADD,141463723,500033119668,CNQINSAMQIN
ADD,142910404,500033403743,CNQINSAMQIN
ADD,142122017,500033245422,CNQINSAMQIN
ADD,137695606,500032161555,CNQINSAMQIN
ADD,140657630,500032926240,CNQINSAMQIN
ADD,141103007,500033059074,CNQINSAMQIN
ADD,135593707,500033256455,CNQINSAMQIN
ADD,141103017,500033059075,CNQINSAMQIN
ADD,142324227,500033291414,CNQINSAMQIN
ADD,140309642,500032843020,CNQINSAMQIN
ADD,142972216,500033413418,CNQINSAMQIN
ADD,139306538,500032578720,CNQINSAMQIN
ADD,139733358,500033533828,CNQINSAMQIN
ADD,135599375,500032820344,CNQINSAMQIN
ADD,138683336,500032372670,CNQINSAMQIN
ADD,139080951,500032507104,CNQINSAMQIN
ADD,135593708,500031948987,CNQINSAMQIN
ADD,142046314,500033229383,CNQINSAMQIN
ADD,141415124,500033115919,CNQINSAMQIN
ADD,139250046,500032722824,CNQINSAMQIN
ADD,139734597,500032680468,CNQINSAMQIN
ADD,139760945,500032688678,CNQINSAMQIN
ADD,141102992,500033059066,CNQINSAMQIN
ADD,139379886,500032598042,CNQINSAMQIN
ADD,124199411,500033173061,CNQINSAMQIN
ADD,139046279,500032490441,CNQINSAMQIN
ADD,142514222,500033337544,CNQINSAMQIN
ADD,141734408,500033183635,CNQINSAMQIN
ADD,135512287,500031381606,CNQINSAMQIN
ADD,142824004,500033388083,CNQINSAMQIN
ADD,138930130,500032458965,CNQINSAMQIN
ADD,139076079,500032501641,CNQINSAMQIN
ADD,142087798,500033233947,CNQINSAMQIN
ADD,142122033,500033245470,CNQINSAMQIN
ADD,138494330,500032317738,CNQINSAMQIN
ADD,142844983,500033394142,CNQINSAMQIN
ADD,141308148,500033101441,CNQINSAMQIN
ADD,141533125,500033146916,CNQINSAMQIN
ADD,139760950,500032688065,CNQINSAMQIN
ADD,140860552,500033106335,CNQINSAMQIN
ADD,138930128,500032709541,CNQINSAMQIN
ADD,141704325,500033173139,CNQINSAMQIN
ADD,142997175,500033423338,CNQINSAMQIN
ADD,139768933,500032695185,CNQINSAMQIN
ADD,142169268,500033257555,CNQINSAMQIN
ADD,139076020,500032501507,CNQINSAMQIN
ADD,140566864,500032900550,CNQINSAMQIN
ADD,142323780,500033291125,CNQINSAMQIN
ADD,141932390,500033216471,CNQINSAMQIN
ADD,137000505,500032557944,CNQINSAMQIN
ADD,140657637,500032926267,CNQINSAMQIN
ADD,139964803,500032744490,CNQINSAMQIN
ADD,101057142,500033355794,CNQINSAMQIN
ADD,139306531,500032578713,CNQINSAMQIN
ADD,140657633,500032926250,CNQINSAMQIN
ADD,142090689,500033237997,CNQINSAMQIN
ADD,140911556,500032997027,CNQINSAMQIN
ADD,134487998,500032229800,CNQINSAMQIN
ADD,142201337,500033266769,CNQINSAMQIN
ADD,137000498,500031981444,CNQINSAMQIN
ADD,140657812,500032927001,CNQINSAMQIN
ADD,141932382,500033216463,CNQINSAMQIN
ADD,141104732,500033106371,CNQINSAMQIN
ADD,142043626,500033430979,CNQINSAMQIN
ADD,141380150,500033103474,CNQINSAMQIN
ADD,140914101,500033001806,CNQINSAMQIN
ADD,142288051,500033291530,CNQINSAMQIN
ADD,142323944,500033291224,CNQINSAMQIN
ADD,139924263,500032737626,CNQINSAMQIN
ADD,143316492,500033521669,CNQINSAMQIN
ADD,137282721,500032086651,CNQINSAMQIN
ADD,139080941,500032507070,CNQINSAMQIN
ADD,142805747,500033373926,CNQINSAMQIN
ADD,142043565,500033227792,CNQINSAMQIN
ADD,139734575,500032680402,CNQINSAMQIN
ADD,141818623,500033215516,CNQINSAMQIN
ADD,142972037,500033413170,CNQINSAMQIN
ADD,139046283,500032490453,CNQINSAMQIN
ADD,140625595,500032937536,CNQINSAMQIN
ADD,141532804,500033145665,CNQINSAMQIN
