ACTION,OPTION ID,PO ID,MID CODE
ADD,142167413,500033255652,CNQINSAMQIN
ADD,141219174,500033067744,CNQINSAMQIN
ADD,140562741,500032899799,CNQINSAMQIN
ADD,143021769,500033428514,CNQINSAMQIN
ADD,140566883,500032900607,CNQINSAMQIN
ADD,142845005,500033394208,CNQINSAMQIN
ADD,139251840,500032723150,CNQINSAMQIN
ADD,142739806,500033364373,CNQINSAMQIN
ADD,135593677,500031398120,CNQINSAMQIN
ADD,141500293,500033137502,CNQINSAMQIN
ADD,139964842,500032744511,CNQINSAMQIN
ADD,139986271,500032749428,CNQINSAMQIN
ADD,141242615,500033075897,CNQINSAMQIN
ADD,139080971,500032507164,CNQINSAMQIN
ADD,141415132,500033115943,CNQINSAMQIN
ADD,141500277,500033137454,CNQINSAMQIN
ADD,140832595,500032974370,CNQINSAMQIN
ADD,139768943,500032694794,CNQINSAMQIN
ADD,139080953,500032507110,CNQINSAMQIN
ADD,141308169,500033101438,CNQINSAMQIN
ADD,133032001,500033166701,CNQINSAMQIN
ADD,142455165,500033330394,CNQINSAMQIN
ADD,139625648,500032654696,CNQINSAMQIN
ADD,141308137,500033101445,CNQINSAMQIN
ADD,101057145,500033355794,CNQINSAMQIN
ADD,139768935,500032694770,CNQINSAMQIN
ADD,133716859,500033417377,CNQINSAMQIN
ADD,142351284,500033302917,CNQINSAMQIN
ADD,139760963,500032688696,CNQINSAMQIN
ADD,139101793,500032511582,CNQINSAMQIN
ADD,141101854,500033051116,CNQINSAMQIN
ADD,139986274,500032749437,CNQINSAMQIN
ADD,138781362,500032400070,CNQINSAMQIN
ADD,140566897,500032900649,CNQINSAMQIN
ADD,138683327,500032372640,CNQINSAMQIN
ADD,139964839,500032744508,CNQINSAMQIN
ADD,139075899,500032501023,CNQINSAMQIN
ADD,141308173,500033101438,CNQINSAMQIN
ADD,139306528,500032578709,CNQINSAMQIN
ADD,138683345,500032372697,CNQINSAMQIN
ADD,140566850,500032900508,CNQINSAMQIN
ADD,133197390,500033524295,CNQINSAMQIN
ADD,140562737,500032899787,CNQINSAMQIN
ADD,134487986,500030938067,CNQINSAMQIN
ADD,140566865,500032900553,CNQINSAMQIN
ADD,141105674,500033059046,CNQINSAMQIN
ADD,140566874,500032900580,CNQINSAMQIN
ADD,141500282,500033137469,CNQINSAMQIN
ADD,142090679,500033237987,CNQINSAMQIN
ADD,133133509,500032926797,CNQINSAMQIN
ADD,132810936,500032101108,CNQINSAMQIN
ADD,142972033,500033413166,CNQINSAMQIN
ADD,142090676,500033237984,CNQINSAMQIN
ADD,140311177,500032845194,CNQINSAMQIN
ADD,132800218,500032898721,CNQINSAMQIN
ADD,141502885,500033133485,CNQINSAMQIN
ADD,141496001,500033127872,CNQINSAMQIN
ADD,140134302,500032790686,CNQINSAMQIN
ADD,142844346,500033428094,CNQINSAMQIN
ADD,142910368,500033403708,CNQINSAMQIN
ADD,142294333,500033281219,CNQINSAMQIN
ADD,141663708,500033165607,CNQINSAMQIN
ADD,138683322,500032372625,CNQINSAMQIN
ADD,141463719,500033119656,CNQINSAMQIN
ADD,141415153,500033116006,CNQINSAMQIN
ADD,137515815,500032514235,CNQINSAMQIN
ADD,140566901,500032900661,CNQINSAMQIN
ADD,140697884,500032937157,CNQINSAMQIN
ADD,141664652,500033166444,CNQINSAMQIN
ADD,142288048,500033291521,CNQINSAMQIN
ADD,141500289,500033137490,CNQINSAMQIN
ADD,142972527,500033413690,CNQINSAMQIN
ADD,139379861,500032597979,CNQINSAMQIN
ADD,141105700,500033059063,CNQINSAMQIN
ADD,142824007,500033388084,CNQINSAMQIN
ADD,139080974,500032507173,CNQINSAMQIN
ADD,139986277,500032749446,CNQINSAMQIN
ADD,142122015,500033245416,CNQINSAMQIN
ADD,140562723,500032899745,CNQINSAMQIN
ADD,139105005,500033413451,CNQINSAMQIN
ADD,132810936,500032101107,CNQINSAMQIN
ADD,139982540,500032745777,CNQINSAMQIN
ADD,141932383,500033216464,CNQINSAMQIN
ADD,141932345,500033216426,CNQINSAMQIN
ADD,143326421,500033522018,CNQINSAMQIN
ADD,140625606,500032937574,CNQINSAMQIN
ADD,142043633,500033430986,CNQINSAMQIN
ADD,142845009,500033394220,CNQINSAMQIN
ADD,142045931,500033229258,CNQINSAMQIN
ADD,141380155,500033103489,CNQINSAMQIN
ADD,141614329,500033156594,CNQINSAMQIN
ADD,135437710,500033417475,CNQINSAMQIN
