260001,"2023-07-25 08:39:53.45","#REW001",50.00,68.00,93.00,120.90,"2023-07-30","130205234","WH",4,,,,"","ALMA","REW001A1",30025,1002,"2023-07-30","2023-08-20","USD",93.00,100,"3XS:20|2XS:20|XS:20|S:10|M:10|L:10|XL:10"
260002,"2023-07-25 08:39:53.45","#REW001",50.00,68.00,93.00,120.90,"2023-07-30","130205120","WH",4,,,,"","ALMA","REW001A2",30026,3002,"2023-07-30","2023-08-20","USD",93.00,100,"3XS:20|2XS:20|XS:20|S:10|M:10|L:10|XL:10"
260003,"2023-07-25 08:39:53.45","#REW001",50.00,68.00,93.00,120.90,"2023-07-30","130205434","WH",4,,,,"","ALMA","REW001A3",30027,4002,"2023-07-30","2023-08-20","USD",93.00,100,"3XS:20|2XS:20|XS:20|S:10|M:10|L:10|XL:10"
260004,"2023-07-25 08:39:53.45","#REW001",50.00,68.00,93.00,120.90,"2023-07-30","130205336","WH",4,,,,"","ALMA","REW001A4",30066,5002,"2023-07-30","2023-08-20","USD",93.00,100,"3XS:20|2XS:20|XS:20|S:10|M:10|L:10|XL:10"
260005,"2023-07-25 08:39:53.45","#REW001",50.00,68.00,93.00,120.90,"2023-07-30","130205530","WH",4,,,,"","ALMA","REW001A5",30067,6002,"2023-07-30","2023-08-20","USD",93.00,100,"3XS:20|2XS:20|XS:20|S:10|M:10|L:10|XL:10"
260006,"2023-07-25 08:39:53.45","#REW001",50.00,68.00,93.00,120.90,"2023-07-30","130205674","WH",4,,,,"","ALMA","REW001A6",30068,8002,"2023-07-30","2023-08-20","USD",93.00,100,"3XS:20|2XS:20|XS:20|S:10|M:10|L:10|XL:10"
260007,"2023-07-25 08:39:53.45","#REW001",50.00,68.00,93.00,120.90,"2023-07-30","130204213","WH",4,,,,"","ALMA","REW001A7",30069,1002,"2023-07-30","2023-08-20","USD",93.00,100,"3XS:20|2XS:20|XS:20|S:10|M:10|L:10|XL:10"
260008,"2023-07-25 08:39:53.45","#REW001",50.00,68.00,93.00,120.90,"2023-07-30","130204429","WH",4,,,,"","ALMA","REW001A8",30070,3002,"2023-07-30","2023-08-20","USD",93.00,100,"3XS:20|2XS:20|XS:20|S:10|M:10|L:10|XL:10"
260009,"2023-07-25 08:39:53.45","#REW001",50.00,68.00,93.00,120.90,"2023-07-30","130204646","WH",4,,,,"","ALMA","REW001A9",30071,4002,"2023-07-30","2023-08-20","USD",93.00,100,"3XS:20|2XS:20|XS:20|S:10|M:10|L:10|XL:10"
260010,"2023-07-25 08:39:53.45","#REW001",50.00,68.00,93.00,120.90,"2023-07-30","130203774","WH",4,,,,"","ALMA","REW001B1",30072,5002,"2023-07-30","2023-08-20","USD",93.00,100,"3XS:20|2XS:20|XS:20|S:10|M:10|L:10|XL:10"
